dataset,protected_attribute,unbiasing_algorithm,data,classifier_type,classification_algorithm,value,disparate_impact_ssd,discrimination_score_ssd,true_positive_rate_diff_ssd,false_positive_rate_diff_ssd,false_positive_error_rate_balance_score_ssd,false_negative_error_rate_balance_score_ssd,consistency_ssd,confusion_matrix,accuracy_ssd,f1_score_ssd,recall_ssd,precision_ssd,mathews_cc_ssd,roc_curve,auc_ssd,sensitivity_ssd,specificity_ssd
German Credit,Attribute9,,Test,Surrogate,GaussianNB,Male,27.6941,3.4864,2.187,4.0716,4.0716,2.187,0.108,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,,Test,Surrogate,DecisionTreeClassifier,Female,0.1616,0.0844,0.3123,0.8682,0.8682,0.3123,0.6878,"[16, 14, 15, 55]",2.3652,1.1976,1.1604,1.2367,13.5477,"[[0.0, 0.4666666666666667, 1.0], [0.0, 0.7857142857142857, 1.0], [inf, 1.0, 0.0]]",3.4088,1.1604,6.8562
German Credit,Attribute9,,Test,Surrogate,DecisionTreeClassifier,Male,0.1943,0.0844,0.3123,0.8682,0.8682,0.3123,0.6878,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,,Test,Surrogate,RandomForestClassifier,Female,0.6748,0.5111,0.108,1.7336,1.7336,0.108,0.2363,"[13, 17, 3, 67]",1.1979,0.5135,0.0822,1.1711,7.8476,"[[0.0, 0.5666666666666667, 1.0], [0.0, 0.9571428571428572, 1.0], [inf, 1.0, 0.0]]",2.6736,0.0822,8.923
German Credit,Attribute9,,Test,Surrogate,RandomForestClassifier,Male,1.0032,0.5111,0.108,1.7336,1.7336,0.108,0.2363,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,,Test,Test,XGBClassifier,Female,0.4664,0.3077,0.0297,1.9369,1.9369,0.0297,0.2249,"[17, 13, 5, 65]",0.9757,0.4442,0.1497,0.843,6.1607,"[[0.0, 0.43333333333333335, 1.0], [0.0, 0.9285714285714286, 1.0], [inf, 1.0, 0.0]]",1.9305,0.1497,5.7291
German Credit,Attribute9,,Test,Test,XGBClassifier,Male,0.6089,0.3077,0.0297,1.9369,1.9369,0.0297,0.2249,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute13,,Validation,Surrogate,LogisticRegression,Aged,5.5806,2.0093,0.1098,4.0297,4.0297,0.1098,0.075,"[13, 17, 5, 65]",1.452,0.6281,0.1529,1.2892,9.6889,"[[0.0, 0.5666666666666667, 1.0], [0.0, 0.9285714285714286, 1.0], [inf, 1.0, 0.0]]",3.0528,0.1529,9.6345
German Credit,Attribute13,,Validation,Surrogate,LogisticRegression,Young,2.7253,2.0093,0.1098,4.0297,4.0297,0.1098,0.075,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute13,,Validation,Surrogate,SVC,Aged,3.4905,1.5513,0.176,2.8923,2.8923,0.176,0.0964,"[10, 20, 4, 66]",1.728,0.7096,0.0978,1.6231,12.1044,"[[0.0, 0.6666666666666666, 1.0], [0.0, 0.9428571428571428, 1.0], [inf, 1.0, 0.0]]",3.9291,0.0978,13.3347
German Credit,Attribute13,,Validation,Surrogate,SVC,Young,1.9401,1.5513,0.176,2.8923,2.8923,0.176,0.0964,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute13,,Validation,Surrogate,GaussianNB,Aged,6.2381,1.7744,0.5639,1.1128,1.1128,0.5639,0.108,"[17, 13, 9, 61]",1.452,0.7004,0.4961,0.9261,8.8227,"[[0.0, 0.43333333333333335, 1.0], [0.0, 0.8714285714285714, 1.0], [inf, 1.0, 0.0]]",2.3688,0.4961,5.6325
German Credit,Attribute13,,Validation,Surrogate,GaussianNB,Young,2.9428,1.7744,0.5639,1.1128,1.1128,0.5639,0.108,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute13,,Validation,Surrogate,DecisionTreeClassifier,Aged,0.1804,0.1015,0.2143,0.1489,0.1489,0.2143,0.1975,"[10, 20, 8, 62]",2.4185,1.0404,0.3919,1.8356,17.0311,"[[0.0, 0.6666666666666666, 1.0], [0.0, 0.8857142857142857, 1.0], [inf, 1.0, 0.0]]",4.731,0.3919,13.8763
German Credit,Attribute13,,Validation,Surrogate,DecisionTreeClassifier,Young,0.1478,0.1015,0.2143,0.1489,0.1489,0.2143,0.1975,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute13,,Validation,Surrogate,RandomForestClassifier,Aged,0.9696,0.5333,0.2278,0.2171,0.2171,0.2278,0.1007,"[9, 21, 4, 66]",1.6521,0.6723,0.0708,1.6087,11.524,"[[0.0, 0.7, 1.0], [0.0, 0.9428571428571428, 1.0], [inf, 1.0, 0.0]]",3.8644,0.0708,13.4445
German Credit,Attribute13,,Validation,Surrogate,RandomForestClassifier,Young,0.6763,0.5333,0.2278,0.2171,0.2171,0.2278,0.1007,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute13,,Validation,Test,XGBClassifier,Aged,0.0566,0.0363,0.005,0.0323,0.0323,0.005,0.1746,"[9, 21, 8, 62]",2.5014,1.0688,0.3889,1.9056,17.7683,"[[0.0, 0.7, 1.0], [0.0, 0.8857142857142857, 1.0], [inf, 1.0, 0.0]]",4.9287,0.3889,14.57
German Credit,Attribute13,,Validation,Test,XGBClassifier,Young,0.0521,0.0363,0.005,0.0323,0.0323,0.005,0.1746,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute13,,Test,Surrogate,LogisticRegression,Aged,0.1287,0.0796,0.0254,0.048,0.048,0.0254,0.3851,"[11, 19, 6, 64]",1.875,0.801,0.2203,1.5719,12.9574,"[[0.0, 0.6333333333333333, 1.0], [0.0, 0.9142857142857143, 1.0], [inf, 1.0, 0.0]]",3.8772,0.2203,12.0321
German Credit,Attribute13,,Test,Surrogate,LogisticRegression,Young,0.1135,0.0796,0.0254,0.048,0.048,0.0254,0.3851,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute13,,Test,Surrogate,SVC,Aged,0.0389,0.024,0.0254,0.048,0.048,0.0254,0.3201,"[13, 17, 6, 64]",1.587,0.6959,0.2203,1.3217,10.5815,"[[0.0, 0.5666666666666667, 1.0], [0.0, 0.9142857142857143, 1.0], [inf, 1.0, 0.0]]",3.1922,0.2203,9.6345
German Credit,Attribute13,,Test,Surrogate,SVC,Young,0.0363,0.024,0.0254,0.048,0.048,0.0254,0.3201,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute13,,Test,Surrogate,GaussianNB,Aged,124.6889,5.7264,6.627,2.352,2.352,6.627,0.108,"[23, 7, 18, 52]",1.875,1.1268,1.983,0.422,8.2782,"[[0.0, 0.23333333333333334, 1.0], [0.0, 0.7428571428571429, 1.0], [inf, 1.0, 0.0]]",1.8037,1.983,1.6329
German Credit,Attribute13,,Test,Surrogate,GaussianNB,Young,13.5032,5.7264,6.627,2.352,2.352,6.627,0.108,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute13,,Test,Surrogate,DecisionTreeClassifier,Aged,0.5166,0.3173,0.013,3.7552,3.7552,0.013,0.7938,"[15, 15, 14, 56]",2.523,1.3158,1.4302,1.2095,13.9047,"[[0.0, 0.5, 1.0], [0.0, 0.8, 1.0], [inf, 1.0, 0.0]]",3.4366,1.4302,6.3681
German Credit,Attribute13,,Test,Surrogate,DecisionTreeClassifier,Young,0.7603,0.3173,0.013,3.7552,3.7552,0.013,0.7938,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute13,,Test,Surrogate,RandomForestClassifier,Aged,0.057,0.0358,0.0874,0.192,0.192,0.0874,0.1868,"[14, 16, 4, 66]",1.124,0.483,0.0734,1.1242,7.2793,"[[0.0, 0.5333333333333333, 1.0], [0.0, 0.9428571428571428, 1.0], [inf, 1.0, 0.0]]",2.5325,0.0734,8.5323
German Credit,Attribute13,,Test,Surrogate,RandomForestClassifier,Young,0.0523,0.0358,0.0874,0.192,0.192,0.0874,0.1868,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute13,,Test,Test,XGBClassifier,Aged,0.0063,0.0039,0.2011,0.0528,0.0528,0.2011,0.2249,"[17, 13, 5, 65]",0.9757,0.4442,0.1497,0.843,6.1607,"[[0.0, 0.43333333333333335, 1.0], [0.0, 0.9285714285714286, 1.0], [inf, 1.0, 0.0]]",1.9305,0.1497,5.7291
German Credit,Attribute13,,Test,Test,XGBClassifier,Young,0.0059,0.0039,0.2011,0.0528,0.0528,0.2011,0.2249,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Validation,Surrogate,LogisticRegression,Female,0.1872,0.1323,0.012,0.2224,0.2224,0.012,0.1202,"[12, 18, 6, 64]",1.728,0.748,0.2203,1.4454,11.7225,"[[0.0, 0.6, 1.0], [0.0, 0.9142857142857143, 1.0], [inf, 1.0, 0.0]]",3.5274,0.2203,10.8
German Credit,Attribute9,Reweighing,Validation,Surrogate,LogisticRegression,Male,0.2208,0.1323,0.012,0.2224,0.2224,0.012,0.1202,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Validation,Surrogate,SVC,Female,0.014,0.0109,0.048,0.0557,0.0557,0.048,0.0404,"[9, 21, 2, 68]",1.587,0.6281,0.0245,1.6709,10.8902,"[[0.0, 0.7, 1.0], [0.0, 0.9714285714285714, 1.0], [inf, 1.0, 0.0]]",3.9814,0.0245,14.7
German Credit,Attribute9,Reweighing,Validation,Surrogate,SVC,Male,0.0134,0.0109,0.048,0.0557,0.0557,0.048,0.0404,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Validation,Surrogate,GaussianNB,Female,0.0475,0.0259,0.108,0.3637,0.3637,0.108,0.0852,"[17, 13, 10, 60]",1.587,0.7757,0.6126,0.9516,9.4922,"[[0.0, 0.43333333333333335, 1.0], [0.0, 0.8571428571428571, 1.0], [inf, 1.0, 0.0]]",2.49,0.6126,5.6325
German Credit,Attribute9,Reweighing,Validation,Surrogate,GaussianNB,Male,0.0514,0.0259,0.108,0.3637,0.3637,0.108,0.0852,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Validation,Surrogate,DecisionTreeClassifier,Female,0.6271,0.3815,0.274,1.5159,1.5159,0.274,0.2476,"[10, 20, 10, 60]",2.5309,1.1025,0.4728,1.8585,17.5634,"[[0.0, 0.6666666666666666, 1.0], [0.0, 0.8571428571428571, 1.0], [inf, 1.0, 0.0]]",4.819,0.4728,13.7443
German Credit,Attribute9,Reweighing,Validation,Surrogate,DecisionTreeClassifier,Male,0.4656,0.3815,0.274,1.5159,1.5159,0.274,0.2476,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Validation,Surrogate,RandomForestClassifier,Female,0.0188,0.0133,0.108,0.0373,0.0373,0.108,0.0683,"[14, 16, 3, 67]",1.2737,0.5322,0.0552,1.2967,8.4493,"[[0.0, 0.5333333333333333, 1.0], [0.0, 0.9571428571428572, 1.0], [inf, 1.0, 0.0]]",2.9748,0.0552,10.3381
German Credit,Attribute9,Reweighing,Validation,Surrogate,RandomForestClassifier,Male,0.0177,0.0133,0.108,0.0373,0.0373,0.108,0.0683,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Test,Surrogate,LogisticRegression,Female,0.2771,0.2026,0.243,0.0081,0.0081,0.243,0.3007,"[11, 19, 6, 64]",1.8701,0.7992,0.2203,1.5676,12.9162,"[[0.0, 0.6333333333333333, 1.0], [0.0, 0.9142857142857143, 1.0], [inf, 1.0, 0.0]]",3.8655,0.2203,11.991
German Credit,Attribute9,Reweighing,Test,Surrogate,LogisticRegression,Male,0.34,0.2026,0.243,0.0081,0.0081,0.243,0.3007,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Test,Surrogate,SVC,Female,0.7757,0.6066,0.108,1.5829,1.5829,0.108,0.1765,"[12, 18, 4, 66]",1.452,0.6126,0.0978,1.3777,9.7949,"[[0.0, 0.6, 1.0], [0.0, 0.9428571428571428, 1.0], [inf, 1.0, 0.0]]",3.2393,0.0978,10.8
German Credit,Attribute9,Reweighing,Test,Surrogate,SVC,Male,1.1025,0.6066,0.108,1.5829,1.5829,0.108,0.1765,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Test,Surrogate,GaussianNB,Female,4.733,2.2903,0.867,4.0716,4.0716,0.867,0.0852,"[23, 7, 16, 54]",1.587,0.9251,1.5677,0.3954,7.3329,"[[0.0, 0.23333333333333334, 1.0], [0.0, 0.7714285714285715, 1.0], [inf, 1.0, 0.0]]",1.6008,1.5677,1.6329
German Credit,Attribute9,Reweighing,Test,Surrogate,GaussianNB,Male,13.0205,2.2903,0.867,4.0716,4.0716,0.867,0.0852,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Test,Surrogate,DecisionTreeClassifier,Female,0.1506,0.0726,0.153,1.5986,1.5986,0.153,0.6009,"[14, 16, 17, 53]",2.962,1.5161,1.5249,1.5094,16.725,"[[0.0, 0.5333333333333333, 1.0], [0.0, 0.7571428571428571, 1.0], [inf, 1.0, 0.0]]",4.1882,1.5249,8.1882
German Credit,Attribute9,Reweighing,Test,Surrogate,DecisionTreeClassifier,Male,0.1254,0.0726,0.153,1.5986,1.5986,0.153,0.6009,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Test,Surrogate,RandomForestClassifier,Female,0.126,0.084,0.1758,1.7544,1.7544,0.1758,0.3189,"[12, 18, 7, 63]",1.8309,0.8127,0.3276,1.4154,12.2127,"[[0.0, 0.6, 1.0], [0.0, 0.9, 1.0], [inf, 1.0, 0.0]]",3.5161,0.3276,10.1197
German Credit,Attribute9,Reweighing,Test,Surrogate,RandomForestClassifier,Male,0.1441,0.084,0.1758,1.7544,1.7544,0.1758,0.3189,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Validation,Test,XGBClassifier,Female,0.0202,0.0138,0.0545,0.3637,0.3637,0.0545,0.075,"[13, 17, 5, 65]",1.4565,0.6304,0.1552,1.2903,9.7187,"[[0.0, 0.5666666666666667, 1.0], [0.0, 0.9285714285714286, 1.0], [inf, 1.0, 0.0]]",3.0575,0.1552,9.6345
German Credit,Attribute9,Reweighing,Validation,Test,XGBClassifier,Male,0.0216,0.0138,0.0545,0.3637,0.3637,0.0545,0.075,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Test,Test,XGBClassifier,Female,0.0037,0.0023,0.0064,0.1518,0.1518,0.0064,0.5015,"[15, 15, 7, 63]",1.4612,0.664,0.2933,1.1265,9.4169,"[[0.0, 0.5, 1.0], [0.0, 0.9, 1.0], [inf, 1.0, 0.0]]",2.741,0.2933,7.6945
German Credit,Attribute9,Reweighing,Test,Test,XGBClassifier,Male,0.0037,0.0023,0.0064,0.1518,0.1518,0.0064,0.5015,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Validation,Surrogate,LogisticRegression,Female,0.0495,0.0349,0.027,0.2224,0.2224,0.027,0.0964,"[12, 18, 5, 65]",1.587,0.6777,0.1529,1.4114,10.7712,"[[0.0, 0.6, 1.0], [0.0, 0.9285714285714286, 1.0], [inf, 1.0, 0.0]]",3.3808,0.1529,10.8
German Credit,Attribute9,Reweighing,Validation,Surrogate,LogisticRegression,Male,0.0537,0.0349,0.027,0.2224,0.2224,0.027,0.0964,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Validation,Surrogate,SVC,Female,0.0066,0.0051,0.003,0.0557,0.0557,0.003,0.0654,"[9, 21, 3, 67]",1.728,0.6922,0.0552,1.7079,12.1884,"[[0.0, 0.7, 1.0], [0.0, 0.9571428571428572, 1.0], [inf, 1.0, 0.0]]",4.1381,0.0552,14.7
German Credit,Attribute9,Reweighing,Validation,Surrogate,SVC,Male,0.0067,0.0051,0.003,0.0557,0.0557,0.003,0.0654,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Validation,Surrogate,GaussianNB,Female,0.0475,0.0259,0.108,0.3637,0.3637,0.108,0.0852,"[17, 13, 10, 60]",1.587,0.7757,0.6126,0.9516,9.4922,"[[0.0, 0.43333333333333335, 1.0], [0.0, 0.8571428571428571, 1.0], [inf, 1.0, 0.0]]",2.49,0.6126,5.6325
German Credit,Attribute9,Reweighing,Validation,Surrogate,GaussianNB,Male,0.0514,0.0259,0.108,0.3637,0.3637,0.108,0.0852,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Validation,Surrogate,DecisionTreeClassifier,Female,0.0459,0.0302,0.353,1.1888,1.1888,0.353,0.2297,"[10, 20, 10, 60]",2.7,1.2,0.6126,1.875,18.3363,"[[0.0, 0.6666666666666666, 1.0], [0.0, 0.8571428571428571, 1.0], [inf, 1.0, 0.0]]",4.9159,0.6126,13.3347
German Credit,Attribute9,Reweighing,Validation,Surrogate,DecisionTreeClassifier,Male,0.0502,0.0302,0.353,1.1888,1.1888,0.353,0.2297,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Validation,Surrogate,RandomForestClassifier,Female,0.0192,0.0147,0.068,0.2342,0.2342,0.068,0.0576,"[10, 20, 2, 68]",1.4925,0.6004,0.0348,1.5576,10.1199,"[[0.0, 0.6666666666666666, 1.0], [0.0, 0.9714285714285714, 1.0], [inf, 1.0, 0.0]]",3.6666,0.0348,13.3101
German Credit,Attribute9,Reweighing,Validation,Surrogate,RandomForestClassifier,Male,0.02,0.0147,0.068,0.2342,0.2342,0.068,0.0576,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Test,Surrogate,LogisticRegression,Female,0.2685,0.1963,0.243,0.0007,0.0007,0.243,0.3,"[11, 19, 6, 64]",1.875,0.801,0.2203,1.5719,12.9574,"[[0.0, 0.6333333333333333, 1.0], [0.0, 0.9142857142857143, 1.0], [inf, 1.0, 0.0]]",3.8772,0.2203,12.0321
German Credit,Attribute9,Reweighing,Test,Surrogate,LogisticRegression,Male,0.3276,0.1963,0.243,0.0007,0.0007,0.243,0.3,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Test,Surrogate,SVC,Female,0.4635,0.3623,0.363,0.0685,0.0685,0.363,0.2805,"[10, 20, 5, 65]",1.875,0.7805,0.1529,1.661,13.2229,"[[0.0, 0.6666666666666666, 1.0], [0.0, 0.9285714285714286, 1.0], [inf, 1.0, 0.0]]",4.0848,0.1529,13.3347
German Credit,Attribute9,Reweighing,Test,Surrogate,SVC,Male,0.6049,0.3623,0.363,0.0685,0.0685,0.363,0.2805,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Test,Surrogate,GaussianNB,Female,4.733,2.2903,0.867,4.0716,4.0716,0.867,0.0852,"[23, 7, 16, 54]",1.587,0.9251,1.5677,0.3954,7.3329,"[[0.0, 0.23333333333333334, 1.0], [0.0, 0.7714285714285715, 1.0], [inf, 1.0, 0.0]]",1.6008,1.5677,1.6329
German Credit,Attribute9,Reweighing,Test,Surrogate,GaussianNB,Male,13.0205,2.2903,0.867,4.0716,4.0716,0.867,0.0852,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Test,Surrogate,DecisionTreeClassifier,Female,0.5304,0.2887,0.3513,0.3206,0.3206,0.3513,0.6442,"[15, 15, 14, 56]",2.2572,1.1401,1.0938,1.1885,12.9689,"[[0.0, 0.5, 1.0], [0.0, 0.8, 1.0], [inf, 1.0, 0.0]]",3.2678,1.0938,6.6178
German Credit,Attribute9,Reweighing,Test,Surrogate,DecisionTreeClassifier,Male,0.8072,0.2887,0.3513,0.3206,0.3206,0.3513,0.6442,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Test,Surrogate,RandomForestClassifier,Female,0.8158,0.5902,0.0063,2.922,2.922,0.0063,0.1737,"[14, 16, 6, 64]",1.1535,0.5091,0.13,1.0517,7.4658,"[[0.0, 0.5333333333333333, 1.0], [0.0, 0.9142857142857143, 1.0], [inf, 1.0, 0.0]]",2.4142,0.13,7.5888
German Credit,Attribute9,Reweighing,Test,Surrogate,RandomForestClassifier,Male,1.1717,0.5902,0.0063,2.922,2.922,0.0063,0.1737,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Validation,Test,XGBClassifier,Female,0.7093,0.5013,0.7545,0.0228,0.0228,0.7545,0.1319,"[14, 16, 6, 64]",1.452,0.645,0.2181,1.203,9.5347,"[[0.0, 0.5333333333333333, 1.0], [0.0, 0.9142857142857143, 1.0], [inf, 1.0, 0.0]]",2.8797,0.2181,8.569
German Credit,Attribute9,Reweighing,Validation,Test,XGBClassifier,Male,0.9935,0.5013,0.7545,0.0228,0.0228,0.7545,0.1319,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
German Credit,Attribute9,Reweighing,Test,Test,XGBClassifier,Female,0.847,0.6196,0.0038,3.7882,3.7882,0.0038,0.2638,"[15, 15, 4, 66]",1.0998,0.4815,0.0996,1.0417,7.116,"[[0.0, 0.5, 1.0], [0.0, 0.9428571428571428, 1.0], [inf, 1.0, 0.0]]",2.3636,0.0996,7.61
German Credit,Attribute9,Reweighing,Test,Test,XGBClassifier,Male,1.2285,0.6196,0.0038,3.7882,3.7882,0.0038,0.2638,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
