genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
"[1, 0]",-1,0.0312,0.0224,0.0172,0.0012,0.0012,0.0172,0.0064
