genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 0]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[1, 0]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[1, 0]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[1, 0]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[1, 0]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[1, 0]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[0, 1]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[0, 1]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[0, 1]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[0, 1]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[0, 1]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[0, 1]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[0, 1]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[0, 1]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[1, 0]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[1, 0]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[1, 0]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[1, 0]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[1, 0]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[1, 0]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[1, 0]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[1, 0]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[1, 0]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[1, 0]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[1, 0]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[1, 0]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[0, 1]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[0, 1]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[0, 1]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
"[0, 1]",-1,0.0249,0.0177,0.0117,0.0012,0.0012,0.0117,0.0107
