genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[0, 1]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[0, 1]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[0, 1]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[1, 0]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[0, 1]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[0, 1]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[0, 1]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[0, 1]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[0, 1]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[1, 0]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[1, 0]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[1, 0]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[0, 1]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[1, 0]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[1, 0]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[1, 0]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[0, 1]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[0, 1]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[0, 1]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[0, 1]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[0, 1]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[0, 1]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[1, 0]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[1, 0]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[1, 0]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[0, 1]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[1, 0]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[0, 1]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[0, 1]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
"[1, 0]",-1,0.0006,0.0005,0.0073,0.0278,0.0278,0.0073,0.0089
