genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
"[0, 1]",-1,0.0199,0.0131,0.0,0.0732,0.0732,0.0,0.0118
