genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 0]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[1, 0]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[1, 0]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[1, 0]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[0, 1]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[0, 1]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[0, 1]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[0, 1]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[0, 1]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[0, 1]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[0, 1]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[1, 0]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[0, 1]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[0, 1]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[0, 1]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[0, 1]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[1, 0]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[0, 1]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[0, 1]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[0, 1]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[0, 1]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[0, 1]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[0, 1]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[1, 0]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[1, 0]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[1, 0]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[1, 0]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[1, 0]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[0, 1]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
"[0, 1]",-1,0.0066,0.0044,0.0073,0.0223,0.0223,0.0073,0.015
