genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[0, 1]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[0, 1]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[0, 1]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[0, 1]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[0, 1]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[0, 1]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[1, 0]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[1, 0]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[1, 0]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[1, 0]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[1, 0]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[1, 0]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[1, 0]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[1, 0]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[1, 0]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[1, 0]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[0, 1]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[0, 1]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[0, 1]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[0, 1]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[1, 0]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[1, 0]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[0, 1]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[1, 0]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[1, 0]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[0, 1]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[1, 0]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[1, 0]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[1, 0]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
"[1, 0]",-1,0.0139,0.0111,0.0083,0.084,0.084,0.0083,0.0064
