genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 0]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[1, 0]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[1, 0]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[0, 1]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[1, 0]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[1, 0]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[1, 0]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[1, 0]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[1, 0]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[0, 1]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[0, 1]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[1, 0]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[1, 0]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[1, 0]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[1, 0]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[1, 0]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[1, 0]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[1, 0]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[1, 0]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[0, 1]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[0, 1]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[1, 0]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[1, 0]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[1, 0]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[0, 1]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[0, 1]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[0, 1]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[1, 0]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[0, 1]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
"[0, 1]",-1,0.016,0.0119,0.02,0.0183,0.0183,0.02,0.0098
