genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
"[0, 1]",-1,0.0,0.0,0.0073,0.0521,0.0521,0.0073,0.0089
