dataset,attribute,class,algorithm,set,num_iterations,error,classifier_type,classification_algorithm,Female_0.0_a_train_set_,Female_0.0_b_predicted_set_,Female_0.0_c_predictions_set_,Female_1.0_a_train_set_,Female_1.0_b_predicted_set_,Female_1.0_c_predictions_set_,Male_0.0_a_train_set_,Male_0.0_b_predicted_set_,Male_0.0_c_predictions_set_,Male_1.0_a_train_set_,Male_1.0_b_predicted_set_,Male_1.0_c_predictions_set_
German Credit,Attribute9,Female,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.1041,0.1100,0.0900,0.2016,0.2000,0.2200,0.2016,0.1900,0.1800,0.4928,0.5000,0.5100
German Credit,Attribute9,Female,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.1041,0.1100,0.0600,0.2016,0.2000,0.2500,0.2016,0.1900,0.1400,0.4928,0.5000,0.5500
German Credit,Attribute9,Female,Reweighing,Validation,2,False,Test,XGBClassifier,0.1041,0.1100,0.0800,0.2016,0.2000,0.2300,0.2016,0.1900,0.2100,0.4928,0.5000,0.4800
German Credit,Attribute9,Female,Reweighing,Test,2,False,Test,XGBClassifier,0.1041,0.1100,0.0400,0.2016,0.2000,0.2700,0.2016,0.1900,0.1300,0.4928,0.5000,0.5600
German Credit,Attribute9,Male,Reweighing,Validation,1,False,Surrogate,LogisticRegression,0.1014,0.1100,0.0800,0.2038,0.2000,0.2300,0.1920,0.1900,0.1400,0.5027,0.5000,0.5500
German Credit,Attribute9,Male,Reweighing,Validation,1,False,Surrogate,SVC,0.1014,0.1100,0.1000,0.2038,0.2000,0.2100,0.1920,0.1900,0.1600,0.5027,0.5000,0.5300
German Credit,Attribute9,Male,Reweighing,Validation,1,False,Surrogate,GaussianNB,0.1014,0.1100,0.1500,0.2038,0.2000,0.1600,0.1920,0.1900,0.1900,0.5027,0.5000,0.5000
German Credit,Attribute9,Male,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,0.1014,0.1100,0.1200,0.2038,0.2000,0.1900,0.1920,0.1900,0.2100,0.5027,0.5000,0.4800
German Credit,Attribute9,Male,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,0.1014,0.1100,0.0800,0.2038,0.2000,0.2300,0.1920,0.1900,0.1600,0.5027,0.5000,0.5300
German Credit,Attribute9,Male,Reweighing,Test,1,False,Surrogate,LogisticRegression,0.1014,0.1100,0.0800,0.2038,0.2000,0.2300,0.1920,0.1900,0.0900,0.5027,0.5000,0.6000
German Credit,Attribute9,Male,Reweighing,Test,1,False,Surrogate,SVC,0.1014,0.1100,0.1000,0.2038,0.2000,0.2100,0.1920,0.1900,0.1000,0.5027,0.5000,0.5900
German Credit,Attribute9,Male,Reweighing,Test,1,False,Surrogate,GaussianNB,0.1014,0.1100,0.1100,0.2038,0.2000,0.2000,0.1920,0.1900,0.2000,0.5027,0.5000,0.4900
German Credit,Attribute9,Male,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.1014,0.1100,0.0600,0.2038,0.2000,0.2500,0.1920,0.1900,0.1200,0.5027,0.5000,0.5700
German Credit,Attribute9,Male,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.1014,0.1100,0.0600,0.2038,0.2000,0.2500,0.1920,0.1900,0.1100,0.5027,0.5000,0.5800
German Credit,Attribute9,Male,Reweighing,Validation,1,False,Test,XGBClassifier,0.1014,0.1100,0.0800,0.2038,0.2000,0.2300,0.1920,0.1900,0.1800,0.5027,0.5000,0.5100
German Credit,Attribute9,Male,Reweighing,Test,1,False,Test,XGBClassifier,0.1014,0.1100,0.0500,0.2038,0.2000,0.2600,0.1920,0.1900,0.1100,0.5027,0.5000,0.5800
German Credit,Attribute9,Male,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.1004,0.1100,0.0800,0.2119,0.2000,0.2300,0.2001,0.1900,0.1500,0.4876,0.5000,0.5400
German Credit,Attribute9,Male,Reweighing,Validation,2,False,Surrogate,SVC,0.1004,0.1100,0.1000,0.2119,0.2000,0.2100,0.2001,0.1900,0.1700,0.4876,0.5000,0.5200
German Credit,Attribute9,Male,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.1004,0.1100,0.1400,0.2119,0.2000,0.1700,0.2001,0.1900,0.1600,0.4876,0.5000,0.5300
German Credit,Attribute9,Male,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.1004,0.1100,0.0700,0.2119,0.2000,0.2400,0.2001,0.1900,0.1900,0.4876,0.5000,0.5000
German Credit,Attribute9,Male,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.1004,0.1100,0.0800,0.2119,0.2000,0.2300,0.2001,0.1900,0.1800,0.4876,0.5000,0.5100
German Credit,Attribute9,Male,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.1004,0.1100,0.0800,0.2119,0.2000,0.2300,0.2001,0.1900,0.0900,0.4876,0.5000,0.6000
German Credit,Attribute9,Male,Reweighing,Test,2,False,Surrogate,SVC,0.1004,0.1100,0.1000,0.2119,0.2000,0.2100,0.2001,0.1900,0.1200,0.4876,0.5000,0.5700
German Credit,Attribute9,Male,Reweighing,Test,2,False,Surrogate,GaussianNB,0.1004,0.1100,0.1000,0.2119,0.2000,0.2100,0.2001,0.1900,0.1900,0.4876,0.5000,0.5000
German Credit,Attribute9,Male,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.1004,0.1100,0.1000,0.2119,0.2000,0.2100,0.2001,0.1900,0.1700,0.4876,0.5000,0.5200
German Credit,Attribute9,Male,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.1004,0.1100,0.0500,0.2119,0.2000,0.2600,0.2001,0.1900,0.1200,0.4876,0.5000,0.5700
German Credit,Attribute9,Male,Reweighing,Validation,2,False,Test,XGBClassifier,0.1004,0.1100,0.1000,0.2119,0.2000,0.2100,0.2001,0.1900,0.2000,0.4876,0.5000,0.4900
German Credit,Attribute9,Male,Reweighing,Test,2,False,Test,XGBClassifier,0.1004,0.1100,0.0400,0.2119,0.2000,0.2700,0.2001,0.1900,0.1400,0.4876,0.5000,0.5500
German Credit,Attribute13,NA,FairGenes,Validation,0,False,Surrogate,LogisticRegression,0.2388,0.2400,0.1500,0.6125,0.6100,0.7000,0.0612,0.0600,0.0600,0.0875,0.0900,0.0900
German Credit,Attribute13,NA,FairGenes,Validation,0,False,Surrogate,SVC,0.2388,0.2400,0.1500,0.6125,0.6100,0.7000,0.0612,0.0600,0.0600,0.0875,0.0900,0.0900
German Credit,Attribute13,NA,FairGenes,Validation,0,False,Surrogate,GaussianNB,0.2388,0.2400,0.2800,0.6125,0.6100,0.5700,0.0612,0.0600,0.1000,0.0875,0.0900,0.0500
German Credit,Attribute13,NA,FairGenes,Validation,0,False,Surrogate,DecisionTreeClassifier,0.2388,0.2400,0.2800,0.6125,0.6100,0.5700,0.0612,0.0600,0.0500,0.0875,0.0900,0.1000
German Credit,Attribute13,NA,FairGenes,Validation,0,False,Surrogate,RandomForestClassifier,0.2388,0.2400,0.2000,0.6125,0.6100,0.6500,0.0612,0.0600,0.0600,0.0875,0.0900,0.0900
German Credit,Attribute13,NA,FairGenes,Test,0,False,Surrogate,LogisticRegression,0.2388,0.2400,0.1300,0.6125,0.6100,0.7200,0.0612,0.0600,0.1000,0.0875,0.0900,0.0500
German Credit,Attribute13,NA,FairGenes,Test,0,False,Surrogate,SVC,0.2388,0.2400,0.1400,0.6125,0.6100,0.7100,0.0612,0.0600,0.0600,0.0875,0.0900,0.0900
German Credit,Attribute13,NA,FairGenes,Test,0,False,Surrogate,GaussianNB,0.2388,0.2400,0.2200,0.6125,0.6100,0.6300,0.0612,0.0600,0.1300,0.0875,0.0900,0.0200
German Credit,Attribute13,NA,FairGenes,Test,0,False,Surrogate,DecisionTreeClassifier,0.2388,0.2400,0.2400,0.6125,0.6100,0.6100,0.0612,0.0600,0.0700,0.0875,0.0900,0.0800
German Credit,Attribute13,NA,FairGenes,Test,0,False,Surrogate,RandomForestClassifier,0.2388,0.2400,0.1500,0.6125,0.6100,0.7000,0.0612,0.0600,0.0600,0.0875,0.0900,0.0900
German Credit,Attribute13,NA,FairGenes,Validation,0,False,Test,XGBClassifier,0.2388,0.2400,0.2400,0.6125,0.6100,0.6100,0.0612,0.0600,0.0800,0.0875,0.0900,0.0700
German Credit,Attribute13,NA,FairGenes,Test,0,False,Test,XGBClassifier,0.2388,0.2400,0.2200,0.6125,0.6100,0.6300,0.0612,0.0600,0.0500,0.0875,0.0900,0.1000
German Credit,Attribute13,Aged,Reweighing,Validation,1,False,Surrogate,LogisticRegression,0.2460,0.2400,0.2000,0.6065,0.6100,0.6500,0.0529,0.0600,0.0500,0.0947,0.0900,0.1000
German Credit,Attribute13,Aged,Reweighing,Validation,1,False,Surrogate,SVC,0.2460,0.2400,0.1600,0.6065,0.6100,0.6900,0.0529,0.0600,0.0500,0.0947,0.0900,0.1000
German Credit,Attribute13,Aged,Reweighing,Validation,1,False,Surrogate,GaussianNB,0.2460,0.2400,0.3900,0.6065,0.6100,0.4600,0.0529,0.0600,0.0700,0.0947,0.0900,0.0800
German Credit,Attribute13,Aged,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,0.2460,0.2400,0.3200,0.6065,0.6100,0.5300,0.0529,0.0600,0.0700,0.0947,0.0900,0.0800
German Credit,Attribute13,Aged,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,0.2460,0.2400,0.2000,0.6065,0.6100,0.6500,0.0529,0.0600,0.0500,0.0947,0.0900,0.1000
German Credit,Attribute13,Aged,Reweighing,Test,1,False,Surrogate,LogisticRegression,0.2460,0.2400,0.1500,0.6065,0.6100,0.7000,0.0529,0.0600,0.0700,0.0947,0.0900,0.0800
German Credit,Attribute13,Aged,Reweighing,Test,1,False,Surrogate,SVC,0.2460,0.2400,0.1400,0.6065,0.6100,0.7100,0.0529,0.0600,0.0600,0.0947,0.0900,0.0900
German Credit,Attribute13,Aged,Reweighing,Test,1,False,Surrogate,GaussianNB,0.2460,0.2400,0.3100,0.6065,0.6100,0.5400,0.0529,0.0600,0.0900,0.0947,0.0900,0.0600
German Credit,Attribute13,Aged,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.2460,0.2400,0.3200,0.6065,0.6100,0.5300,0.0529,0.0600,0.0800,0.0947,0.0900,0.0700
German Credit,Attribute13,Aged,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.2460,0.2400,0.1600,0.6065,0.6100,0.6900,0.0529,0.0600,0.0400,0.0947,0.0900,0.1100
German Credit,Attribute13,Aged,Reweighing,Validation,1,False,Test,XGBClassifier,0.2460,0.2400,0.2100,0.6065,0.6100,0.6400,0.0529,0.0600,0.0600,0.0947,0.0900,0.0900
German Credit,Attribute13,Aged,Reweighing,Test,1,False,Test,XGBClassifier,0.2460,0.2400,0.2500,0.6065,0.6100,0.6000,0.0529,0.0600,0.0400,0.0947,0.0900,0.1100
German Credit,Attribute13,Aged,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.2575,0.2400,0.1700,0.5917,0.6100,0.6800,0.0534,0.0600,0.0500,0.0973,0.0900,0.1000
German Credit,Attribute13,Aged,Reweighing,Validation,2,False,Surrogate,SVC,0.2575,0.2400,0.1800,0.5917,0.6100,0.6700,0.0534,0.0600,0.0400,0.0973,0.0900,0.1100
German Credit,Attribute13,Aged,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.2575,0.2400,0.4000,0.5917,0.6100,0.4500,0.0534,0.0600,0.0700,0.0973,0.0900,0.0800
German Credit,Attribute13,Aged,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.2575,0.2400,0.3800,0.5917,0.6100,0.4700,0.0534,0.0600,0.0600,0.0973,0.0900,0.0900
German Credit,Attribute13,Aged,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.2575,0.2400,0.1800,0.5917,0.6100,0.6700,0.0534,0.0600,0.0600,0.0973,0.0900,0.0900
German Credit,Attribute13,Aged,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.2575,0.2400,0.1300,0.5917,0.6100,0.7200,0.0534,0.0600,0.0900,0.0973,0.0900,0.0600
German Credit,Attribute13,Aged,Reweighing,Test,2,False,Surrogate,SVC,0.2575,0.2400,0.1600,0.5917,0.6100,0.6900,0.0534,0.0600,0.0700,0.0973,0.0900,0.0800
German Credit,Attribute13,Aged,Reweighing,Test,2,False,Surrogate,GaussianNB,0.2575,0.2400,0.3200,0.5917,0.6100,0.5300,0.0534,0.0600,0.1000,0.0973,0.0900,0.0500
German Credit,Attribute13,Aged,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.2575,0.2400,0.3800,0.5917,0.6100,0.4700,0.0534,0.0600,0.0800,0.0973,0.0900,0.0700
German Credit,Attribute13,Aged,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.2575,0.2400,0.1600,0.5917,0.6100,0.6900,0.0534,0.0600,0.0500,0.0973,0.0900,0.1000
German Credit,Attribute13,Aged,Reweighing,Validation,2,False,Test,XGBClassifier,0.2575,0.2400,0.1900,0.5917,0.6100,0.6600,0.0534,0.0600,0.0800,0.0973,0.0900,0.0700
German Credit,Attribute13,Aged,Reweighing,Test,2,False,Test,XGBClassifier,0.2575,0.2400,0.2500,0.5917,0.6100,0.6000,0.0534,0.0600,0.0400,0.0973,0.0900,0.1100
German Credit,Attribute13,Young,Reweighing,Validation,1,False,Surrogate,LogisticRegression,0.2460,0.2400,0.1600,0.6160,0.6100,0.6900,0.0477,0.0600,0.0500,0.0903,0.0900,0.1000
German Credit,Attribute13,Young,Reweighing,Validation,1,False,Surrogate,SVC,0.2460,0.2400,0.1800,0.6160,0.6100,0.6700,0.0477,0.0600,0.0500,0.0903,0.0900,0.1000
German Credit,Attribute13,Young,Reweighing,Validation,1,False,Surrogate,GaussianNB,0.2460,0.2400,0.3100,0.6160,0.6100,0.5400,0.0477,0.0600,0.0900,0.0903,0.0900,0.0600
German Credit,Attribute13,Young,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,0.2460,0.2400,0.2800,0.6160,0.6100,0.5700,0.0477,0.0600,0.0400,0.0903,0.0900,0.1100
German Credit,Attribute13,Young,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,0.2460,0.2400,0.2000,0.6160,0.6100,0.6500,0.0477,0.0600,0.0600,0.0903,0.0900,0.0900
German Credit,Attribute13,Young,Reweighing,Test,1,False,Surrogate,LogisticRegression,0.2460,0.2400,0.1500,0.6160,0.6100,0.7000,0.0477,0.0600,0.0900,0.0903,0.0900,0.0600
German Credit,Attribute13,Young,Reweighing,Test,1,False,Surrogate,SVC,0.2460,0.2400,0.1200,0.6160,0.6100,0.7300,0.0477,0.0600,0.0500,0.0903,0.0900,0.1000
German Credit,Attribute13,Young,Reweighing,Test,1,False,Surrogate,GaussianNB,0.2460,0.2400,0.2100,0.6160,0.6100,0.6400,0.0477,0.0600,0.1100,0.0903,0.0900,0.0400
German Credit,Attribute13,Young,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.2460,0.2400,0.3000,0.6160,0.6100,0.5500,0.0477,0.0600,0.1000,0.0903,0.0900,0.0500
German Credit,Attribute13,Young,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.2460,0.2400,0.1200,0.6160,0.6100,0.7300,0.0477,0.0600,0.0500,0.0903,0.0900,0.1000
German Credit,Attribute13,Young,Reweighing,Validation,1,False,Test,XGBClassifier,0.2460,0.2400,0.2200,0.6160,0.6100,0.6300,0.0477,0.0600,0.0700,0.0903,0.0900,0.0800
German Credit,Attribute13,Young,Reweighing,Test,1,False,Test,XGBClassifier,0.2460,0.2400,0.1800,0.6160,0.6100,0.6700,0.0477,0.0600,0.0500,0.0903,0.0900,0.1000
German Credit,Attribute13,Young,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.2483,0.2400,0.1800,0.6082,0.6100,0.6700,0.0451,0.0600,0.0500,0.0984,0.0900,0.1000
German Credit,Attribute13,Young,Reweighing,Validation,2,False,Surrogate,SVC,0.2483,0.2400,0.2300,0.6082,0.6100,0.6200,0.0451,0.0600,0.0400,0.0984,0.0900,0.1100
German Credit,Attribute13,Young,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.2483,0.2400,0.3300,0.6082,0.6100,0.5200,0.0451,0.0600,0.0700,0.0984,0.0900,0.0800
German Credit,Attribute13,Young,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.2483,0.2400,0.2700,0.6082,0.6100,0.5800,0.0451,0.0600,0.0600,0.0984,0.0900,0.0900
German Credit,Attribute13,Young,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.2483,0.2400,0.2200,0.6082,0.6100,0.6300,0.0451,0.0600,0.0500,0.0984,0.0900,0.1000
German Credit,Attribute13,Young,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.2483,0.2400,0.1600,0.6082,0.6100,0.6900,0.0451,0.0600,0.0800,0.0984,0.0900,0.0700
German Credit,Attribute13,Young,Reweighing,Test,2,False,Surrogate,SVC,0.2483,0.2400,0.1600,0.6082,0.6100,0.6900,0.0451,0.0600,0.0300,0.0984,0.0900,0.1200
German Credit,Attribute13,Young,Reweighing,Test,2,False,Surrogate,GaussianNB,0.2483,0.2400,0.2200,0.6082,0.6100,0.6300,0.0451,0.0600,0.1100,0.0984,0.0900,0.0400
German Credit,Attribute13,Young,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.2483,0.2400,0.2900,0.6082,0.6100,0.5600,0.0451,0.0600,0.0700,0.0984,0.0900,0.0800
German Credit,Attribute13,Young,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.2483,0.2400,0.1500,0.6082,0.6100,0.7000,0.0451,0.0600,0.0500,0.0984,0.0900,0.1000
German Credit,Attribute13,Young,Reweighing,Validation,2,False,Test,XGBClassifier,0.2483,0.2400,0.2200,0.6082,0.6100,0.6300,0.0451,0.0600,0.0700,0.0984,0.0900,0.0800
German Credit,Attribute13,Young,Reweighing,Test,2,False,Test,XGBClassifier,0.2483,0.2400,0.1900,0.6082,0.6100,0.6600,0.0451,0.0600,0.0700,0.0984,0.0900,0.0800
