dataset,attribute,class,algorithm,set,num_iterations,error,classifier_type,classification_algorithm,Female_0.0_a_train_set_,Female_0.0_b_predicted_set_,Female_0.0_c_predictions_set_,Female_1.0_a_train_set_,Female_1.0_b_predicted_set_,Female_1.0_c_predictions_set_,Male_0.0_a_train_set_,Male_0.0_b_predicted_set_,Male_0.0_c_predictions_set_,Male_1.0_a_train_set_,Male_1.0_b_predicted_set_,Male_1.0_c_predictions_set_
German Credit,Attribute9,Female,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.1060,0.1100,0.1200,0.1984,0.2000,0.1900,0.2074,0.1900,0.2000,0.4882,0.5000,0.4900
German Credit,Attribute9,Female,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.1060,0.1100,0.1100,0.1984,0.2000,0.2000,0.2074,0.1900,0.1300,0.4882,0.5000,0.5600
German Credit,Attribute9,Female,Reweighing,Validation,1,False,Test,XGBClassifier,0.1060,0.1100,0.0400,0.1984,0.2000,0.2700,0.2074,0.1900,0.1200,0.4882,0.5000,0.5700
German Credit,Attribute9,Female,Reweighing,Test,1,False,Test,XGBClassifier,0.1060,0.1100,0.0900,0.1984,0.2000,0.2200,0.2074,0.1900,0.1700,0.4882,0.5000,0.5200
German Credit,Attribute9,Female,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.1003,0.1100,0.0400,0.1979,0.2000,0.2700,0.2174,0.1900,0.1400,0.4844,0.5000,0.5500
German Credit,Attribute9,Female,Reweighing,Validation,2,False,Surrogate,SVC,0.1003,0.1100,0.0400,0.1979,0.2000,0.2700,0.2174,0.1900,0.1200,0.4844,0.5000,0.5700
German Credit,Attribute9,Female,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.1003,0.1100,0.0800,0.1979,0.2000,0.2300,0.2174,0.1900,0.2500,0.4844,0.5000,0.4400
German Credit,Attribute9,Female,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.1003,0.1100,0.0800,0.1979,0.2000,0.2300,0.2174,0.1900,0.2100,0.4844,0.5000,0.4800
German Credit,Attribute9,Female,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.1003,0.1100,0.0400,0.1979,0.2000,0.2700,0.2174,0.1900,0.1200,0.4844,0.5000,0.5700
German Credit,Attribute9,Female,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.1003,0.1100,0.1200,0.1979,0.2000,0.1900,0.2174,0.1900,0.1500,0.4844,0.5000,0.5400
German Credit,Attribute9,Female,Reweighing,Test,2,False,Surrogate,SVC,0.1003,0.1100,0.1400,0.1979,0.2000,0.1700,0.2174,0.1900,0.2000,0.4844,0.5000,0.4900
German Credit,Attribute9,Female,Reweighing,Test,2,False,Surrogate,GaussianNB,0.1003,0.1100,0.1800,0.1979,0.2000,0.1300,0.2174,0.1900,0.3200,0.4844,0.5000,0.3700
German Credit,Attribute9,Female,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.1003,0.1100,0.0800,0.1979,0.2000,0.2300,0.2174,0.1900,0.2100,0.4844,0.5000,0.4800
German Credit,Attribute9,Female,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.1003,0.1100,0.0900,0.1979,0.2000,0.2200,0.2174,0.1900,0.1300,0.4844,0.5000,0.5600
German Credit,Attribute9,Female,Reweighing,Validation,2,False,Test,XGBClassifier,0.1003,0.1100,0.0300,0.1979,0.2000,0.2800,0.2174,0.1900,0.1100,0.4844,0.5000,0.5800
German Credit,Attribute9,Female,Reweighing,Test,2,False,Test,XGBClassifier,0.1003,0.1100,0.0900,0.1979,0.2000,0.2200,0.2174,0.1900,0.1700,0.4844,0.5000,0.5200
German Credit,Attribute9,Male,Reweighing,Validation,1,False,Surrogate,LogisticRegression,0.0969,0.1100,0.0300,0.2074,0.2000,0.2800,0.2020,0.1900,0.0900,0.4937,0.5000,0.6000
German Credit,Attribute9,Male,Reweighing,Validation,1,False,Surrogate,SVC,0.0969,0.1100,0.0400,0.2074,0.2000,0.2700,0.2020,0.1900,0.0900,0.4937,0.5000,0.6000
German Credit,Attribute9,Male,Reweighing,Validation,1,False,Surrogate,GaussianNB,0.0969,0.1100,0.0700,0.2074,0.2000,0.2400,0.2020,0.1900,0.2100,0.4937,0.5000,0.4800
German Credit,Attribute9,Male,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0969,0.1100,0.0200,0.2074,0.2000,0.2900,0.2020,0.1900,0.1700,0.4937,0.5000,0.5200
German Credit,Attribute9,Male,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,0.0969,0.1100,0.0300,0.2074,0.2000,0.2800,0.2020,0.1900,0.0900,0.4937,0.5000,0.6000
German Credit,Attribute9,Male,Reweighing,Test,1,False,Surrogate,LogisticRegression,0.0969,0.1100,0.1200,0.2074,0.2000,0.1900,0.2020,0.1900,0.1400,0.4937,0.5000,0.5500
German Credit,Attribute9,Male,Reweighing,Test,1,False,Surrogate,SVC,0.0969,0.1100,0.1100,0.2074,0.2000,0.2000,0.2020,0.1900,0.1200,0.4937,0.5000,0.5700
German Credit,Attribute9,Male,Reweighing,Test,1,False,Surrogate,GaussianNB,0.0969,0.1100,0.1700,0.2074,0.2000,0.1400,0.2020,0.1900,0.2400,0.4937,0.5000,0.4500
German Credit,Attribute9,Male,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.0969,0.1100,0.0900,0.2074,0.2000,0.2200,0.2020,0.1900,0.2000,0.4937,0.5000,0.4900
German Credit,Attribute9,Male,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.0969,0.1100,0.1000,0.2074,0.2000,0.2100,0.2020,0.1900,0.1100,0.4937,0.5000,0.5800
German Credit,Attribute9,Male,Reweighing,Validation,1,False,Test,XGBClassifier,0.0969,0.1100,0.0500,0.2074,0.2000,0.2600,0.2020,0.1900,0.1300,0.4937,0.5000,0.5600
German Credit,Attribute9,Male,Reweighing,Test,1,False,Test,XGBClassifier,0.0969,0.1100,0.0800,0.2074,0.2000,0.2300,0.2020,0.1900,0.1600,0.4937,0.5000,0.5300
German Credit,Attribute9,Male,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.0905,0.1100,0.0300,0.2135,0.2000,0.2800,0.2083,0.1900,0.1000,0.4876,0.5000,0.5900
German Credit,Attribute9,Male,Reweighing,Validation,2,False,Surrogate,SVC,0.0905,0.1100,0.0400,0.2135,0.2000,0.2700,0.2083,0.1900,0.1000,0.4876,0.5000,0.5900
German Credit,Attribute9,Male,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.0905,0.1100,0.0600,0.2135,0.2000,0.2500,0.2083,0.1900,0.2100,0.4876,0.5000,0.4800
German Credit,Attribute9,Male,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0905,0.1100,0.0700,0.2135,0.2000,0.2400,0.2083,0.1900,0.1200,0.4876,0.5000,0.5700
German Credit,Attribute9,Male,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.0905,0.1100,0.0300,0.2135,0.2000,0.2800,0.2083,0.1900,0.1000,0.4876,0.5000,0.5900
German Credit,Attribute9,Male,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.0905,0.1100,0.1200,0.2135,0.2000,0.1900,0.2083,0.1900,0.1300,0.4876,0.5000,0.5600
German Credit,Attribute9,Male,Reweighing,Test,2,False,Surrogate,SVC,0.0905,0.1100,0.1200,0.2135,0.2000,0.1900,0.2083,0.1900,0.1300,0.4876,0.5000,0.5600
German Credit,Attribute9,Male,Reweighing,Test,2,False,Surrogate,GaussianNB,0.0905,0.1100,0.1500,0.2135,0.2000,0.1600,0.2083,0.1900,0.2400,0.4876,0.5000,0.4500
German Credit,Attribute9,Male,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.0905,0.1100,0.1200,0.2135,0.2000,0.1900,0.2083,0.1900,0.2000,0.4876,0.5000,0.4900
German Credit,Attribute9,Male,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.0905,0.1100,0.0900,0.2135,0.2000,0.2200,0.2083,0.1900,0.1100,0.4876,0.5000,0.5800
German Credit,Attribute9,Male,Reweighing,Validation,2,False,Test,XGBClassifier,0.0905,0.1100,0.0700,0.2135,0.2000,0.2400,0.2083,0.1900,0.1100,0.4876,0.5000,0.5800
German Credit,Attribute9,Male,Reweighing,Test,2,False,Test,XGBClassifier,0.0905,0.1100,0.1000,0.2135,0.2000,0.2100,0.2083,0.1900,0.1400,0.4876,0.5000,0.5500
German Credit,Attribute13,NA,FairGenes,Validation,0,False,Surrogate,LogisticRegression,0.2388,0.2400,0.1900,0.6125,0.6100,0.6600,0.0612,0.0600,0.0400,0.0875,0.0900,0.1100
German Credit,Attribute13,NA,FairGenes,Validation,0,False,Surrogate,SVC,0.2388,0.2400,0.1300,0.6125,0.6100,0.7200,0.0612,0.0600,0.0400,0.0875,0.0900,0.1100
German Credit,Attribute13,NA,FairGenes,Validation,0,False,Surrogate,GaussianNB,0.2388,0.2400,0.3100,0.6125,0.6100,0.5400,0.0612,0.0600,0.1000,0.0875,0.0900,0.0500
German Credit,Attribute13,NA,FairGenes,Validation,0,False,Surrogate,DecisionTreeClassifier,0.2388,0.2400,0.2700,0.6125,0.6100,0.5800,0.0612,0.0600,0.0900,0.0875,0.0900,0.0600
German Credit,Attribute13,NA,FairGenes,Validation,0,False,Surrogate,RandomForestClassifier,0.2388,0.2400,0.2100,0.6125,0.6100,0.6400,0.0612,0.0600,0.0400,0.0875,0.0900,0.1100
German Credit,Attribute13,NA,FairGenes,Test,0,False,Surrogate,LogisticRegression,0.2388,0.2400,0.1800,0.6125,0.6100,0.6700,0.0612,0.0600,0.0700,0.0875,0.0900,0.0800
German Credit,Attribute13,NA,FairGenes,Test,0,False,Surrogate,SVC,0.2388,0.2400,0.1800,0.6125,0.6100,0.6700,0.0612,0.0600,0.0400,0.0875,0.0900,0.1100
German Credit,Attribute13,NA,FairGenes,Test,0,False,Surrogate,GaussianNB,0.2388,0.2400,0.2100,0.6125,0.6100,0.6400,0.0612,0.0600,0.1000,0.0875,0.0900,0.0500
German Credit,Attribute13,NA,FairGenes,Test,0,False,Surrogate,DecisionTreeClassifier,0.2388,0.2400,0.3100,0.6125,0.6100,0.5400,0.0612,0.0600,0.0600,0.0875,0.0900,0.0900
German Credit,Attribute13,NA,FairGenes,Test,0,False,Surrogate,RandomForestClassifier,0.2388,0.2400,0.1500,0.6125,0.6100,0.7000,0.0612,0.0600,0.0700,0.0875,0.0900,0.0800
German Credit,Attribute13,NA,FairGenes,Validation,0,False,Test,XGBClassifier,0.2388,0.2400,0.2500,0.6125,0.6100,0.6000,0.0612,0.0600,0.0400,0.0875,0.0900,0.1100
German Credit,Attribute13,NA,FairGenes,Test,0,False,Test,XGBClassifier,0.2388,0.2400,0.2000,0.6125,0.6100,0.6500,0.0612,0.0600,0.0700,0.0875,0.0900,0.0800
German Credit,Attribute13,Aged,Reweighing,Validation,1,False,Surrogate,LogisticRegression,0.2254,0.2400,0.1500,0.6402,0.6100,0.7000,0.0463,0.0600,0.0300,0.0881,0.0900,0.1200
German Credit,Attribute13,Aged,Reweighing,Validation,1,False,Surrogate,SVC,0.2254,0.2400,0.1700,0.6402,0.6100,0.6800,0.0463,0.0600,0.0300,0.0881,0.0900,0.1200
German Credit,Attribute13,Aged,Reweighing,Validation,1,False,Surrogate,GaussianNB,0.2254,0.2400,0.5400,0.6402,0.6100,0.3100,0.0463,0.0600,0.0500,0.0881,0.0900,0.1000
German Credit,Attribute13,Aged,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,0.2254,0.2400,0.3500,0.6402,0.6100,0.5000,0.0463,0.0600,0.0800,0.0881,0.0900,0.0700
German Credit,Attribute13,Aged,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,0.2254,0.2400,0.2300,0.6402,0.6100,0.6200,0.0463,0.0600,0.0400,0.0881,0.0900,0.1100
German Credit,Attribute13,Aged,Reweighing,Test,1,False,Surrogate,LogisticRegression,0.2254,0.2400,0.1600,0.6402,0.6100,0.6900,0.0463,0.0600,0.0300,0.0881,0.0900,0.1200
German Credit,Attribute13,Aged,Reweighing,Test,1,False,Surrogate,SVC,0.2254,0.2400,0.1600,0.6402,0.6100,0.6900,0.0463,0.0600,0.0300,0.0881,0.0900,0.1200
German Credit,Attribute13,Aged,Reweighing,Test,1,False,Surrogate,GaussianNB,0.2254,0.2400,0.4500,0.6402,0.6100,0.4000,0.0463,0.0600,0.0800,0.0881,0.0900,0.0700
German Credit,Attribute13,Aged,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.2254,0.2400,0.3900,0.6402,0.6100,0.4600,0.0463,0.0600,0.0400,0.0881,0.0900,0.1100
German Credit,Attribute13,Aged,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.2254,0.2400,0.1600,0.6402,0.6100,0.6900,0.0463,0.0600,0.0500,0.0881,0.0900,0.1000
German Credit,Attribute13,Aged,Reweighing,Validation,1,False,Test,XGBClassifier,0.2254,0.2400,0.3000,0.6402,0.6100,0.5500,0.0463,0.0600,0.0200,0.0881,0.0900,0.1300
German Credit,Attribute13,Aged,Reweighing,Test,1,False,Test,XGBClassifier,0.2254,0.2400,0.1700,0.6402,0.6100,0.6800,0.0463,0.0600,0.0600,0.0881,0.0900,0.0900
German Credit,Attribute13,Aged,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.2316,0.2400,0.1200,0.6383,0.6100,0.7300,0.0399,0.0600,0.0300,0.0903,0.0900,0.1200
German Credit,Attribute13,Aged,Reweighing,Validation,2,False,Surrogate,SVC,0.2316,0.2400,0.1900,0.6383,0.6100,0.6600,0.0399,0.0600,0.0300,0.0903,0.0900,0.1200
German Credit,Attribute13,Aged,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.2316,0.2400,0.3900,0.6383,0.6100,0.4600,0.0399,0.0600,0.0500,0.0903,0.0900,0.1000
German Credit,Attribute13,Aged,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.2316,0.2400,0.3200,0.6383,0.6100,0.5300,0.0399,0.0600,0.0800,0.0903,0.0900,0.0700
German Credit,Attribute13,Aged,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.2316,0.2400,0.2300,0.6383,0.6100,0.6200,0.0399,0.0600,0.0400,0.0903,0.0900,0.1100
German Credit,Attribute13,Aged,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.2316,0.2400,0.1000,0.6383,0.6100,0.7500,0.0399,0.0600,0.0400,0.0903,0.0900,0.1100
German Credit,Attribute13,Aged,Reweighing,Test,2,False,Surrogate,SVC,0.2316,0.2400,0.1800,0.6383,0.6100,0.6700,0.0399,0.0600,0.0400,0.0903,0.0900,0.1100
German Credit,Attribute13,Aged,Reweighing,Test,2,False,Surrogate,GaussianNB,0.2316,0.2400,0.3200,0.6383,0.6100,0.5300,0.0399,0.0600,0.0900,0.0903,0.0900,0.0600
German Credit,Attribute13,Aged,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.2316,0.2400,0.3300,0.6383,0.6100,0.5200,0.0399,0.0600,0.0600,0.0903,0.0900,0.0900
German Credit,Attribute13,Aged,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.2316,0.2400,0.1800,0.6383,0.6100,0.6700,0.0399,0.0600,0.0600,0.0903,0.0900,0.0900
German Credit,Attribute13,Aged,Reweighing,Validation,2,False,Test,XGBClassifier,0.2316,0.2400,0.2500,0.6383,0.6100,0.6000,0.0399,0.0600,0.0400,0.0903,0.0900,0.1100
German Credit,Attribute13,Aged,Reweighing,Test,2,False,Test,XGBClassifier,0.2316,0.2400,0.1900,0.6383,0.6100,0.6600,0.0399,0.0600,0.0700,0.0903,0.0900,0.0800
German Credit,Attribute13,Young,Reweighing,Validation,1,False,Surrogate,LogisticRegression,0.2460,0.2400,0.2100,0.6101,0.6100,0.6400,0.0573,0.0600,0.0500,0.0866,0.0900,0.1000
German Credit,Attribute13,Young,Reweighing,Validation,1,False,Surrogate,SVC,0.2460,0.2400,0.2000,0.6101,0.6100,0.6500,0.0573,0.0600,0.0500,0.0866,0.0900,0.1000
German Credit,Attribute13,Young,Reweighing,Validation,1,False,Surrogate,GaussianNB,0.2460,0.2400,0.3300,0.6101,0.6100,0.5200,0.0573,0.0600,0.1000,0.0866,0.0900,0.0500
German Credit,Attribute13,Young,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,0.2460,0.2400,0.2600,0.6101,0.6100,0.5900,0.0573,0.0600,0.0600,0.0866,0.0900,0.0900
German Credit,Attribute13,Young,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,0.2460,0.2400,0.2000,0.6101,0.6100,0.6500,0.0573,0.0600,0.0500,0.0866,0.0900,0.1000
German Credit,Attribute13,Young,Reweighing,Test,1,False,Surrogate,LogisticRegression,0.2460,0.2400,0.1900,0.6101,0.6100,0.6600,0.0573,0.0600,0.0700,0.0866,0.0900,0.0800
German Credit,Attribute13,Young,Reweighing,Test,1,False,Surrogate,SVC,0.2460,0.2400,0.2000,0.6101,0.6100,0.6500,0.0573,0.0600,0.0700,0.0866,0.0900,0.0800
German Credit,Attribute13,Young,Reweighing,Test,1,False,Surrogate,GaussianNB,0.2460,0.2400,0.2200,0.6101,0.6100,0.6300,0.0573,0.0600,0.1000,0.0866,0.0900,0.0500
German Credit,Attribute13,Young,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.2460,0.2400,0.2600,0.6101,0.6100,0.5900,0.0573,0.0600,0.0700,0.0866,0.0900,0.0800
German Credit,Attribute13,Young,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.2460,0.2400,0.1700,0.6101,0.6100,0.6800,0.0573,0.0600,0.0700,0.0866,0.0900,0.0800
German Credit,Attribute13,Young,Reweighing,Validation,1,False,Test,XGBClassifier,0.2460,0.2400,0.2500,0.6101,0.6100,0.6000,0.0573,0.0600,0.0300,0.0866,0.0900,0.1200
German Credit,Attribute13,Young,Reweighing,Test,1,False,Test,XGBClassifier,0.2460,0.2400,0.1900,0.6101,0.6100,0.6600,0.0573,0.0600,0.0800,0.0866,0.0900,0.0700
German Credit,Attribute13,Young,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.2470,0.2400,0.2100,0.6141,0.6100,0.6400,0.0476,0.0600,0.0300,0.0913,0.0900,0.1200
German Credit,Attribute13,Young,Reweighing,Validation,2,False,Surrogate,SVC,0.2470,0.2400,0.2100,0.6141,0.6100,0.6400,0.0476,0.0600,0.0500,0.0913,0.0900,0.1000
German Credit,Attribute13,Young,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.2470,0.2400,0.3300,0.6141,0.6100,0.5200,0.0476,0.0600,0.0600,0.0913,0.0900,0.0900
German Credit,Attribute13,Young,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.2470,0.2400,0.2300,0.6141,0.6100,0.6200,0.0476,0.0600,0.0800,0.0913,0.0900,0.0700
German Credit,Attribute13,Young,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.2470,0.2400,0.2000,0.6141,0.6100,0.6500,0.0476,0.0600,0.0500,0.0913,0.0900,0.1000
German Credit,Attribute13,Young,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.2470,0.2400,0.1800,0.6141,0.6100,0.6700,0.0476,0.0600,0.0400,0.0913,0.0900,0.1100
German Credit,Attribute13,Young,Reweighing,Test,2,False,Surrogate,SVC,0.2470,0.2400,0.1700,0.6141,0.6100,0.6800,0.0476,0.0600,0.0500,0.0913,0.0900,0.1000
German Credit,Attribute13,Young,Reweighing,Test,2,False,Surrogate,GaussianNB,0.2470,0.2400,0.2500,0.6141,0.6100,0.6000,0.0476,0.0600,0.0900,0.0913,0.0900,0.0600
German Credit,Attribute13,Young,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.2470,0.2400,0.3200,0.6141,0.6100,0.5300,0.0476,0.0600,0.0500,0.0913,0.0900,0.1000
German Credit,Attribute13,Young,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.2470,0.2400,0.1500,0.6141,0.6100,0.7000,0.0476,0.0600,0.0600,0.0913,0.0900,0.0900
German Credit,Attribute13,Young,Reweighing,Validation,2,False,Test,XGBClassifier,0.2470,0.2400,0.2500,0.6141,0.6100,0.6000,0.0476,0.0600,0.0300,0.0913,0.0900,0.1200
German Credit,Attribute13,Young,Reweighing,Test,2,False,Test,XGBClassifier,0.2470,0.2400,0.2000,0.6141,0.6100,0.6500,0.0476,0.0600,0.0600,0.0913,0.0900,0.0900
