dataset,protected_attribute,unbiasing_algorithm,data,classifier_type,classification_algorithm,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,Reweighing,Validation,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,0.4344,0.8948,0.6304,0.9924,0.9958,0.6432,0.9997,"[3329, 279, 552, 602]",0.8255,0.5916,0.5217,0.6833,0.4903,0.5217,0.9227
Adult Income,race,Reweighing,Validation,Surrogate,RandomForestClassifier,Asian-Pac-Islander,0.9773,0.9958,0.9282,0.9999,0.9988,0.9258,0.9996,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,RandomForestClassifier,Black,0.3689,0.8758,0.8175,0.9522,0.9526,0.815,0.9997,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,RandomForestClassifier,Other,0.6577,0.9365,0.8778,1.0072,0.989,0.8778,0.9997,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,RandomForestClassifier,White,2.001,0.9003,1.1594,1.0342,0.9656,0.8411,0.9998,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,LogisticRegression,Amer-Indian-Eskimo,0.0808,0.7576,0.3807,0.8747,0.8759,0.3809,1.0,"[3075, 533, 443, 712]",0.7951,0.5933,0.6165,0.5719,0.4572,0.6165,0.8523
Adult Income,race,Reweighing,Test,Surrogate,LogisticRegression,Asian-Pac-Islander,0.7416,0.9319,0.8921,0.9275,0.9263,0.8927,1.0,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,LogisticRegression,Black,0.3073,0.8061,0.6904,0.8931,0.8933,0.6899,0.9999,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,LogisticRegression,Other,0.9797,0.9947,0.9832,1.0642,0.9413,0.9835,1.0,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,LogisticRegression,White,2.4969,0.8286,1.2484,1.0992,0.9005,0.7515,0.9999,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,SVC,Amer-Indian-Eskimo,0.4446,0.8937,0.9128,0.9515,0.9539,0.913,0.9999,"[3263, 345, 593, 562]",0.8031,0.5451,0.4866,0.6196,0.4268,0.4866,0.9044
Adult Income,race,Reweighing,Test,Surrogate,SVC,Asian-Pac-Islander,0.6894,0.9403,0.888,0.9391,0.9408,0.8945,0.9999,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,SVC,Black,0.0,0.7895,0.4885,0.8926,0.8925,0.4886,1.0,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,SVC,Other,0.0,0.808,0.5112,0.9035,0.9035,0.5113,1.0,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,SVC,White,6.4657,0.8169,1.3555,1.1012,0.8986,0.6429,0.9994,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,GaussianNB,Amer-Indian-Eskimo,0.575,0.8663,0.8867,0.9329,0.9389,0.887,1.0,"[2939, 669, 332, 823]",0.7898,0.6218,0.7126,0.5516,0.4871,0.7126,0.8146
Adult Income,race,Reweighing,Test,Surrogate,GaussianNB,Asian-Pac-Islander,1.0259,0.9919,0.9819,0.9962,0.9954,0.979,1.0,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,GaussianNB,Black,0.4309,0.8115,0.83,0.8871,0.8876,0.8329,1.0,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,GaussianNB,Other,0.9732,0.9916,1.0875,1.0544,0.9496,0.9122,1.0,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,GaussianNB,White,1.737,0.8585,1.1037,1.0841,0.9155,0.8971,0.9999,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,DecisionTreeClassifier,Amer-Indian-Eskimo,0.6259,0.9046,1.0432,0.9374,0.9422,0.9565,1.0,"[3041, 567, 512, 643]",0.7735,0.5438,0.5567,0.5314,0.3934,0.5567,0.8428
Adult Income,race,Reweighing,Test,Surrogate,DecisionTreeClassifier,Asian-Pac-Islander,1.0169,0.9957,0.9792,0.9972,0.9951,0.9812,0.9994,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,DecisionTreeClassifier,Black,0.5579,0.8827,0.9404,0.9335,0.9335,0.9404,0.9996,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,DecisionTreeClassifier,Other,0.6218,0.9036,0.4408,1.0261,0.9805,0.4409,1.0,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,DecisionTreeClassifier,White,1.5594,0.9039,1.0676,1.0533,0.9471,0.9323,0.9995,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,0.8356,0.9686,1.0693,1.0136,0.9816,0.9304,0.9998,"[3313, 295, 542, 613]",0.8243,0.5943,0.5307,0.6751,0.4899,0.5307,0.9182
Adult Income,race,Reweighing,Test,Surrogate,RandomForestClassifier,Asian-Pac-Islander,1.0979,0.9814,0.9808,1.0142,0.9862,0.9814,0.9998,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,RandomForestClassifier,Black,0.3938,0.8773,0.8519,0.9471,0.9477,0.8551,0.9994,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,RandomForestClassifier,Other,0.2544,0.857,0.6677,0.946,0.9471,0.6678,0.9999,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,RandomForestClassifier,White,1.8622,0.9055,1.099,1.0373,0.9625,0.8981,0.9992,,,,,,,,
Adult Income,race,Reweighing,Validation,Test,XGBClassifier,Amer-Indian-Eskimo,0.4119,0.8558,0.5138,0.975,0.9796,0.5265,0.9999,"[3183, 425, 418, 736]",0.823,0.6359,0.6378,0.6339,0.5189,0.6378,0.8822
Adult Income,race,Reweighing,Validation,Test,XGBClassifier,Asian-Pac-Islander,0.791,0.9487,0.8323,0.9676,0.9669,0.8314,0.9997,,,,,,,,
Adult Income,race,Reweighing,Validation,Test,XGBClassifier,Black,0.4452,0.8572,0.9053,0.9295,0.9298,0.9031,0.9997,,,,,,,,
Adult Income,race,Reweighing,Validation,Test,XGBClassifier,Other,0.4984,0.8772,0.7614,0.9664,0.9701,0.7612,0.9999,,,,,,,,
Adult Income,race,Reweighing,Validation,Test,XGBClassifier,White,1.9954,0.869,1.1636,1.0619,0.938,0.8379,0.9997,,,,,,,,
Adult Income,race,Reweighing,Test,Test,XGBClassifier,Amer-Indian-Eskimo,0.4166,0.851,0.7434,0.9452,0.9489,0.7435,0.9999,"[3155, 453, 398, 757]",0.8213,0.6402,0.6554,0.6256,0.5217,0.6554,0.8744
Adult Income,race,Reweighing,Test,Test,XGBClassifier,Asian-Pac-Islander,0.6713,0.9157,0.801,0.9409,0.9394,0.7993,0.9997,,,,,,,,
Adult Income,race,Reweighing,Test,Test,XGBClassifier,Black,0.4869,0.8629,0.8186,0.9489,0.9492,0.8179,0.9996,,,,,,,,
Adult Income,race,Reweighing,Test,Test,XGBClassifier,Other,0.7181,0.9282,1.1451,0.9586,0.9623,0.8548,0.9999,,,,,,,,
Adult Income,race,Reweighing,Test,Test,XGBClassifier,White,1.9348,0.8681,1.186,1.0571,0.9434,0.8133,0.9996,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,LogisticRegression,Amer-Indian-Eskimo,0.8145,0.9701,1.0243,0.9974,0.9991,0.9373,1.0,"[3347, 261, 649, 505]",0.8089,0.526,0.4376,0.6593,0.426,0.4376,0.9277
Adult Income,race,Reweighing,Validation,Surrogate,LogisticRegression,Asian-Pac-Islander,1.2999,0.9522,1.0397,1.0331,0.9666,0.9613,1.0,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,LogisticRegression,Black,0.4717,0.9105,0.9789,0.955,0.9554,0.9796,1.0,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,LogisticRegression,Other,0.3018,0.8871,0.7615,0.9554,0.9567,0.7614,1.0,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,LogisticRegression,White,1.5728,0.9382,1.003,1.0283,0.9715,0.996,1.0,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,SVC,Amer-Indian-Eskimo,0.8526,0.9773,0.7017,1.0582,0.936,0.7146,1.0,"[3396, 212, 634, 520]",0.8223,0.5514,0.4506,0.7104,0.4655,0.4506,0.9412
Adult Income,race,Reweighing,Validation,Surrogate,SVC,Asian-Pac-Islander,1.7968,0.8804,1.1251,1.0985,0.9036,0.8711,0.9999,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,SVC,Black,0.4747,0.915,0.9468,0.9703,0.9707,0.9469,1.0,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,SVC,Other,0.6329,0.9434,0.9491,0.9975,1.0,0.9492,1.0,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,SVC,White,1.2961,0.9637,0.9973,0.9955,0.9958,0.9976,0.9999,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,GaussianNB,Amer-Indian-Eskimo,0.677,0.8988,0.4387,1.0369,0.9644,0.4515,0.9999,"[2943, 665, 332, 822]",0.7906,0.6225,0.7123,0.5528,0.4882,0.7123,0.8157
Adult Income,race,Reweighing,Validation,Surrogate,GaussianNB,Asian-Pac-Islander,1.0658,0.9795,0.9033,1.0349,0.9643,0.9096,0.9999,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,GaussianNB,Black,0.4567,0.8211,0.8638,0.8949,0.8945,0.863,0.9999,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,GaussianNB,Other,0.6619,0.8941,1.088,0.9278,0.9327,0.9119,0.9999,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,GaussianNB,White,1.6949,0.864,1.1421,1.0713,0.9289,0.8597,0.9999,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,DecisionTreeClassifier,Amer-Indian-Eskimo,0.7047,0.9365,0.9493,0.9735,0.9782,0.9878,0.9998,"[3178, 430, 563, 591]",0.7915,0.5434,0.5121,0.5788,0.4103,0.5121,0.8808
Adult Income,race,Reweighing,Validation,Surrogate,DecisionTreeClassifier,Asian-Pac-Islander,1.1721,0.9633,0.9874,1.0364,0.9658,0.9874,0.9994,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,DecisionTreeClassifier,Black,0.6041,0.9118,0.937,0.9682,0.9678,0.9395,0.9997,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,DecisionTreeClassifier,Other,0.8519,0.9682,0.8874,1.0219,0.9718,0.8874,0.9998,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,DecisionTreeClassifier,White,1.3746,0.9392,1.0452,1.0164,0.9837,0.9555,0.9997,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,0.5166,0.9055,0.771,0.984,0.9874,0.7967,0.9997,"[3299, 309, 536, 618]",0.8226,0.5939,0.5355,0.6667,0.4869,0.5355,0.9144
Adult Income,race,Reweighing,Validation,Surrogate,RandomForestClassifier,Asian-Pac-Islander,0.9969,0.9994,0.963,0.9914,0.9903,0.9632,0.9995,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,RandomForestClassifier,Black,0.4288,0.8824,0.8762,0.9522,0.9517,0.8768,0.9998,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,RandomForestClassifier,Other,0.625,0.9268,0.8637,0.9988,0.9974,0.8639,0.9997,,,,,,,,
Adult Income,race,Reweighing,Validation,Surrogate,RandomForestClassifier,White,1.8231,0.906,1.1009,1.0383,0.9619,0.8986,0.9996,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,LogisticRegression,Amer-Indian-Eskimo,0.6322,0.9381,0.9493,0.9941,0.9976,0.9496,1.0,"[3329, 279, 635, 520]",0.8081,0.5322,0.4502,0.6508,0.4277,0.4502,0.9227
Adult Income,race,Reweighing,Test,Surrogate,LogisticRegression,Asian-Pac-Islander,1.2529,0.9579,1.1146,0.9999,0.9988,0.8821,1.0,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,LogisticRegression,Black,0.432,0.8993,0.8032,0.9695,0.9696,0.8084,0.9999,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,LogisticRegression,Other,0.944,0.9906,1.1505,1.0073,0.989,0.8496,1.0,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,LogisticRegression,White,1.5864,0.9345,1.0555,1.0222,0.9781,0.9448,0.9997,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,SVC,Amer-Indian-Eskimo,1.0025,0.9996,1.3269,1.0133,0.983,0.673,0.9999,"[3398, 210, 607, 548]",0.8285,0.5729,0.4745,0.723,0.4877,0.4745,0.9418
Adult Income,race,Reweighing,Test,Surrogate,SVC,Asian-Pac-Islander,1.5444,0.9148,1.0898,1.0664,0.9324,0.9072,0.9998,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,SVC,Black,0.4889,0.9145,0.8396,0.9883,0.9882,0.8391,0.9999,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,SVC,Other,0.6115,0.938,0.9253,0.9981,0.9994,0.9252,1.0,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,SVC,White,1.3613,0.9561,1.0373,0.9926,0.993,0.96,0.9999,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,GaussianNB,Amer-Indian-Eskimo,0.5743,0.8659,0.8842,0.9332,0.9392,0.8843,1.0,"[2940, 668, 329, 826]",0.7907,0.6236,0.7152,0.5529,0.4896,0.7152,0.8149
Adult Income,race,Reweighing,Test,Surrogate,GaussianNB,Asian-Pac-Islander,1.0463,0.9855,1.0046,0.9965,0.9957,0.9972,1.0,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,GaussianNB,Black,0.4536,0.8192,0.863,0.8901,0.8907,0.8677,1.0,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,GaussianNB,Other,1.0504,0.9842,1.085,1.0832,0.9197,0.9148,1.0,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,GaussianNB,White,1.666,0.867,1.0719,1.0799,0.9199,0.9257,1.0,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,DecisionTreeClassifier,Amer-Indian-Eskimo,0.7261,0.9398,0.6693,1.0352,0.9697,0.6696,0.9997,"[3175, 433, 544, 611]",0.7949,0.5557,0.529,0.5852,0.4237,0.529,0.88
Adult Income,race,Reweighing,Test,Surrogate,DecisionTreeClassifier,Asian-Pac-Islander,1.487,0.8948,1.084,1.0918,0.9078,0.9106,0.9995,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,DecisionTreeClassifier,Black,0.5691,0.9015,0.8715,0.9671,0.9668,0.8757,0.9996,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,DecisionTreeClassifier,Other,0.2212,0.8282,0.4685,0.9357,0.9382,0.4687,0.9999,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,DecisionTreeClassifier,White,1.3655,0.939,1.0772,1.0064,0.9933,0.9209,0.9994,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,0.7909,0.9578,1.0623,1.0016,0.9936,0.9374,0.9999,"[3270, 338, 534, 621]",0.8169,0.5875,0.5377,0.6475,0.4745,0.5377,0.9063
Adult Income,race,Reweighing,Test,Surrogate,RandomForestClassifier,Asian-Pac-Islander,1.0712,0.9857,1.0241,0.9925,0.9918,0.9726,0.9998,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,RandomForestClassifier,Black,0.4132,0.8749,0.7911,0.9538,0.954,0.7915,0.9996,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,RandomForestClassifier,Other,0.3617,0.8708,0.6606,0.9624,0.9648,0.6609,0.9999,,,,,,,,
Adult Income,race,Reweighing,Test,Surrogate,RandomForestClassifier,White,1.8121,0.9036,1.1212,1.0368,0.9628,0.88,0.9995,,,,,,,,
Adult Income,race,Reweighing,Validation,Test,XGBClassifier,Amer-Indian-Eskimo,1.1035,0.9801,0.9128,1.097,0.9067,0.9512,0.9998,"[3325, 283, 521, 633]",0.8312,0.6116,0.5485,0.691,0.5111,0.5485,0.9216
Adult Income,race,Reweighing,Validation,Test,XGBClassifier,Asian-Pac-Islander,1.4557,0.9135,1.0484,1.0782,0.9238,0.9467,0.9999,,,,,,,,
Adult Income,race,Reweighing,Validation,Test,XGBClassifier,Black,0.5716,0.9141,0.9627,0.9791,0.9796,0.9586,0.9997,,,,,,,,
Adult Income,race,Reweighing,Validation,Test,XGBClassifier,Other,0.5054,0.9045,0.8509,0.9777,0.9802,0.8508,0.9999,,,,,,,,
Adult Income,race,Reweighing,Validation,Test,XGBClassifier,White,1.2788,0.9567,1.0117,0.9924,0.9924,0.9881,0.9997,,,,,,,,
Adult Income,race,Reweighing,Test,Test,XGBClassifier,Amer-Indian-Eskimo,0.6971,0.9399,1.0171,0.9969,0.9996,0.9826,0.9999,"[3339, 269, 482, 673]",0.8423,0.6419,0.5827,0.7144,0.5467,0.5827,0.9254
Adult Income,race,Reweighing,Test,Test,XGBClassifier,Asian-Pac-Islander,1.3536,0.9308,1.0028,1.0684,0.9296,0.9927,0.9993,,,,,,,,
Adult Income,race,Reweighing,Test,Test,XGBClassifier,Black,0.6021,0.9182,0.9309,0.9928,0.9924,0.9319,0.9994,,,,,,,,
Adult Income,race,Reweighing,Test,Test,XGBClassifier,Other,0.6152,0.9237,1.218,0.9532,0.9544,0.7817,0.9999,,,,,,,,
Adult Income,race,Reweighing,Test,Test,XGBClassifier,White,1.3353,0.9485,1.0212,0.9934,0.9939,0.9771,0.9994,,,,,,,,
Adult Income,sex,Reweighing,Validation,Surrogate,LogisticRegression,Female,0.7072,0.9554,0.9866,1.0074,0.9924,0.9875,1.0,"[3330, 278, 777, 377]",0.7785,0.4168,0.3267,0.5756,0.3106,0.3267,0.9229
Adult Income,sex,Reweighing,Validation,Surrogate,LogisticRegression,Male,1.4141,0.9554,1.0134,0.9926,0.9924,0.9875,1.0,,,,,,,,
Adult Income,sex,Reweighing,Validation,Surrogate,SVC,Female,0.2644,0.832,0.8483,0.9244,0.9243,0.8491,0.9999,"[3363, 245, 575, 579]",0.8278,0.5854,0.5017,0.7027,0.4914,0.5017,0.9321
Adult Income,sex,Reweighing,Validation,Surrogate,SVC,Male,3.7815,0.832,1.1517,1.0756,0.9243,0.8491,0.9999,,,,,,,,
Adult Income,sex,Reweighing,Validation,Surrogate,GaussianNB,Female,0.3656,0.7989,0.8528,0.8995,0.8996,0.8516,1.0,"[3143, 465, 425, 729]",0.8131,0.621,0.6317,0.6106,0.4971,0.6317,0.8711
Adult Income,sex,Reweighing,Validation,Surrogate,GaussianNB,Male,2.7351,0.7989,1.1472,1.1005,0.8996,0.8516,1.0,,,,,,,,
Adult Income,sex,Reweighing,Validation,Surrogate,DecisionTreeClassifier,Female,0.5405,0.8847,1.0473,0.9378,0.938,0.9529,0.9997,"[3158, 450, 590, 564]",0.7816,0.5203,0.4887,0.5562,0.381,0.4887,0.8753
Adult Income,sex,Reweighing,Validation,Surrogate,DecisionTreeClassifier,Male,1.8503,0.8847,0.9527,1.0622,0.938,0.9529,0.9997,,,,,,,,
Adult Income,sex,Reweighing,Validation,Surrogate,RandomForestClassifier,Female,0.4167,0.8799,1.0065,0.9502,0.9502,0.9927,0.9998,"[3366, 242, 604, 550]",0.8223,0.5653,0.4766,0.6944,0.4713,0.4766,0.9329
Adult Income,sex,Reweighing,Validation,Surrogate,RandomForestClassifier,Male,2.3998,0.8799,0.9935,1.0498,0.9502,0.9927,0.9998,,,,,,,,
Adult Income,sex,Reweighing,Test,Surrogate,LogisticRegression,Female,0.6958,0.9523,1.0282,1.0018,0.9982,0.9712,1.0,"[3335, 273, 756, 399]",0.784,0.4368,0.3455,0.5938,0.3322,0.3455,0.9243
Adult Income,sex,Reweighing,Test,Surrogate,LogisticRegression,Male,1.4372,0.9523,0.9718,0.9982,0.9982,0.9712,1.0,,,,,,,,
Adult Income,sex,Reweighing,Test,Surrogate,SVC,Female,0.2706,0.8313,0.8376,0.9262,0.9264,0.8383,0.9999,"[3357, 251, 569, 586]",0.8278,0.5884,0.5074,0.7001,0.493,0.5074,0.9304
Adult Income,sex,Reweighing,Test,Surrogate,SVC,Male,3.6949,0.8313,1.1624,1.0738,0.9264,0.8383,0.9999,,,,,,,,
Adult Income,sex,Reweighing,Test,Surrogate,GaussianNB,Female,0.3906,0.8061,0.911,0.8981,0.898,0.9093,1.0,"[3126, 482, 425, 730]",0.8096,0.6168,0.632,0.6023,0.4905,0.632,0.8664
Adult Income,sex,Reweighing,Test,Surrogate,GaussianNB,Male,2.5599,0.8061,1.089,1.1019,0.898,0.9093,1.0,,,,,,,,
Adult Income,sex,Reweighing,Test,Surrogate,DecisionTreeClassifier,Female,0.5095,0.866,0.8847,0.9391,0.9391,0.8839,0.9999,"[3085, 523, 587, 568]",0.767,0.5058,0.4918,0.5206,0.3537,0.4918,0.855
Adult Income,sex,Reweighing,Test,Surrogate,DecisionTreeClassifier,Male,1.9626,0.866,1.1153,1.0609,0.9391,0.8839,0.9999,,,,,,,,
Adult Income,sex,Reweighing,Test,Surrogate,RandomForestClassifier,Female,0.4121,0.879,0.8994,0.9626,0.9625,0.9001,0.9999,"[3349, 259, 623, 532]",0.8148,0.5468,0.4606,0.6726,0.4478,0.4606,0.9282
Adult Income,sex,Reweighing,Test,Surrogate,RandomForestClassifier,Male,2.4269,0.879,1.1006,1.0374,0.9625,0.9001,0.9999,,,,,,,,
Adult Income,sex,Reweighing,Validation,Test,XGBClassifier,Female,0.2868,0.7844,0.884,0.8809,0.881,0.8838,0.9997,"[3231, 377, 430, 724]",0.8305,0.6421,0.6274,0.6576,0.5314,0.6274,0.8955
Adult Income,sex,Reweighing,Validation,Test,XGBClassifier,Male,3.4867,0.7844,1.116,1.1191,0.881,0.8838,0.9997,,,,,,,,
Adult Income,sex,Reweighing,Test,Test,XGBClassifier,Female,0.2796,0.7745,0.8015,0.8892,0.8894,0.8022,0.9997,"[3226, 382, 400, 755]",0.8358,0.6588,0.6537,0.664,0.5508,0.6537,0.8941
Adult Income,sex,Reweighing,Test,Test,XGBClassifier,Male,3.5771,0.7745,1.1985,1.1108,0.8894,0.8022,0.9997,,,,,,,,
Adult Income,sex,Reweighing,Validation,Surrogate,LogisticRegression,Female,0.7515,0.9627,1.0116,1.0117,0.9885,0.9891,1.0,"[3326, 282, 780, 374]",0.777,0.4133,0.3241,0.5701,0.3058,0.3241,0.9218
Adult Income,sex,Reweighing,Validation,Surrogate,LogisticRegression,Male,1.3307,0.9627,0.9884,0.9883,0.9885,0.9891,1.0,,,,,,,,
Adult Income,sex,Reweighing,Validation,Surrogate,SVC,Female,0.7852,0.9634,1.2254,1.008,0.9919,0.7754,1.0,"[3370, 238, 638, 516]",0.816,0.5409,0.4471,0.6844,0.4474,0.4471,0.934
Adult Income,sex,Reweighing,Validation,Surrogate,SVC,Male,1.2735,0.9634,0.7746,0.992,0.9919,0.7754,1.0,,,,,,,,
Adult Income,sex,Reweighing,Validation,Surrogate,GaussianNB,Female,0.3656,0.7989,0.8528,0.8995,0.8996,0.8516,1.0,"[3143, 465, 425, 729]",0.8131,0.621,0.6317,0.6106,0.4971,0.6317,0.8711
Adult Income,sex,Reweighing,Validation,Surrogate,GaussianNB,Male,2.7351,0.7989,1.1472,1.1005,0.8996,0.8516,1.0,,,,,,,,
Adult Income,sex,Reweighing,Validation,Surrogate,DecisionTreeClassifier,Female,0.5303,0.882,1.0506,0.9428,0.9428,0.9507,0.9997,"[3192, 416, 559, 595]",0.7953,0.5497,0.5156,0.5885,0.4194,0.5156,0.8847
Adult Income,sex,Reweighing,Validation,Surrogate,DecisionTreeClassifier,Male,1.8859,0.882,0.9494,1.0572,0.9428,0.9507,0.9997,,,,,,,,
Adult Income,sex,Reweighing,Validation,Surrogate,RandomForestClassifier,Female,0.3569,0.8465,0.9459,0.9255,0.9255,0.9458,0.9995,"[3309, 299, 557, 597]",0.8202,0.5824,0.5173,0.6663,0.4763,0.5173,0.9171
Adult Income,sex,Reweighing,Validation,Surrogate,RandomForestClassifier,Male,2.8016,0.8465,1.0541,1.0745,0.9255,0.9458,0.9995,,,,,,,,
Adult Income,sex,Reweighing,Test,Surrogate,LogisticRegression,Female,0.7292,0.958,1.032,1.0066,0.9934,0.9672,1.0,"[3330, 278, 760, 395]",0.7821,0.4322,0.342,0.5869,0.326,0.342,0.9229
Adult Income,sex,Reweighing,Test,Surrogate,LogisticRegression,Male,1.3714,0.958,0.968,0.9934,0.9934,0.9672,1.0,,,,,,,,
Adult Income,sex,Reweighing,Test,Surrogate,SVC,Female,0.7235,0.9505,1.1847,1.0068,0.9931,0.8159,0.9999,"[3380, 228, 608, 547]",0.8245,0.5668,0.4736,0.7058,0.4765,0.4736,0.9368
Adult Income,sex,Reweighing,Test,Surrogate,SVC,Male,1.3822,0.9505,0.8153,0.9932,0.9931,0.8159,0.9999,,,,,,,,
Adult Income,sex,Reweighing,Test,Surrogate,GaussianNB,Female,0.3906,0.8061,0.911,0.8981,0.898,0.9093,1.0,"[3126, 482, 425, 730]",0.8096,0.6168,0.632,0.6023,0.4905,0.632,0.8664
Adult Income,sex,Reweighing,Test,Surrogate,GaussianNB,Male,2.5599,0.8061,1.089,1.1019,0.898,0.9093,1.0,,,,,,,,
Adult Income,sex,Reweighing,Test,Surrogate,DecisionTreeClassifier,Female,0.4605,0.8526,0.901,0.9319,0.9319,0.8996,0.9997,"[3144, 464, 549, 606]",0.7873,0.5447,0.5247,0.5664,0.4067,0.5247,0.8714
Adult Income,sex,Reweighing,Test,Surrogate,DecisionTreeClassifier,Male,2.1717,0.8526,1.099,1.0681,0.9319,0.8996,0.9997,,,,,,,,
Adult Income,sex,Reweighing,Test,Surrogate,RandomForestClassifier,Female,0.3667,0.8389,0.896,0.9282,0.9282,0.8949,0.9997,"[3273, 335, 531, 624]",0.8182,0.5904,0.5403,0.6507,0.4782,0.5403,0.9072
Adult Income,sex,Reweighing,Test,Surrogate,RandomForestClassifier,Male,2.7267,0.8389,1.104,1.0718,0.9282,0.8949,0.9997,,,,,,,,
Adult Income,sex,Reweighing,Validation,Test,XGBClassifier,Female,0.6076,0.9185,1.1413,0.9827,0.9827,0.859,0.9997,"[3345, 263, 556, 598]",0.828,0.5935,0.5182,0.6945,0.4958,0.5182,0.9271
Adult Income,sex,Reweighing,Validation,Test,XGBClassifier,Male,1.6458,0.9185,0.8587,1.0173,0.9827,0.859,0.9997,,,,,,,,
Adult Income,sex,Reweighing,Test,Test,XGBClassifier,Female,0.5545,0.9006,1.0514,0.9844,0.9845,0.9484,0.9998,"[3338, 270, 518, 637]",0.8346,0.6178,0.5515,0.7023,0.5203,0.5515,0.9252
Adult Income,sex,Reweighing,Test,Test,XGBClassifier,Male,1.8036,0.9006,0.9486,1.0156,0.9845,0.9484,0.9998,,,,,,,,
