genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
"[1, 0]",-1,0.0193,0.0136,0.0117,0.0007,0.0007,0.0117,0.0118
