dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.3483,0.8606,0.2616,0.0776,0.9238,0.7568,0.9391,"[6462, 737, 1037, 1288]",0.8137,0.5922,0.554,0.636,0.4741,0.554,0.8976
,,,,Asian-Pac-Islander,1.3279,0.931,-0.0542,-0.0166,0.9825,0.9456,0.9392,,,,,,,,
,,,,Black,0.4238,0.8703,0.1041,0.06,0.9401,0.8985,0.9391,,,,,,,,
,,,,Other,0.2635,0.8426,0.054,0.0731,0.9282,0.9459,0.939,,,,,,,,
,,,,White,1.7013,0.9068,-0.0436,-0.0519,0.9484,0.9551,0.9394,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.3001,0.8083,0.1265,0.1033,0.8969,0.8749,0.9358,"[6463, 736, 1052, 1273]",0.8123,0.5874,0.5475,0.6336,0.4689,0.5475,0.8978
,,,,Male,3.3321,0.8083,-0.1265,-0.1033,0.8969,0.8749,0.9358,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7199, 0, 2325, 0]",0.7559,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[10790, 0, 3497, 0]",0.7552,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7199, 0, 2325, 0]",0.7559,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[10790, 0, 3497, 0]",0.7552,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,1.3292,0.9842,0.0149,-0.0182,0.9776,0.9853,0.9918,"[6775, 424, 2291, 34]",0.7149,0.0244,0.0146,0.0742,-0.0889,0.0146,0.9411
,,,,Asian-Pac-Islander,0.5885,0.98,0.0054,0.0216,0.9804,0.9953,0.9919,,,,,,,,
,,,,Black,1.4924,0.9774,-0.0131,-0.0168,0.9832,0.9854,0.9916,,,,,,,,
,,,,Other,1.1729,0.9917,0.0148,-0.0008,0.9964,0.9854,0.9919,,,,,,,,
,,,,White,0.7765,0.9867,0.0029,0.0106,0.9895,0.9964,0.9916,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,1.0477,0.9935,-0.0754,0.0142,0.9876,0.9118,0.9912,"[9116, 1674, 3221, 276]",0.6574,0.1013,0.0789,0.1415,-0.0955,0.0789,0.8449
,,,,Asian-Pac-Islander,1.2249,0.9695,-0.0194,-0.0385,0.9599,0.9844,0.9912,,,,,,,,
,,,,Black,1.5703,0.9262,-0.0019,-0.0746,0.9253,0.9939,0.9911,,,,,,,,
,,,,Other,1.1489,0.9797,-0.0212,0.0044,0.9986,0.9358,0.9911,,,,,,,,
,,,,White,0.6767,0.9389,0.0195,0.0622,0.9381,0.9822,0.991,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,1.0501,0.9934,-0.013,0.0058,0.989,0.9834,0.9388,"[6051, 1148, 2218, 107]",0.6466,0.0598,0.046,0.0853,-0.1441,0.046,0.8405
,,,,Asian-Pac-Islander,0.8881,0.9852,-0.0023,0.0129,0.9895,0.9953,0.9382,,,,,,,,
,,,,Black,1.1853,0.976,0.0099,-0.0102,0.9898,0.9917,0.9381,,,,,,,,
,,,,Other,1.6105,0.9199,-0.4549,-0.0348,0.9717,0.5452,0.9384,,,,,,,,
,,,,White,0.8814,0.9826,0.01,0.006,0.9935,0.9916,0.9381,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,0.0,0.9968,0.0021,0.0036,0.9963,0.998,0.9959,"[10751, 39, 3490, 7]",0.753,0.004,0.002,0.1522,-0.0122,0.002,0.9964
,,,,Asian-Pac-Islander,1.0625,0.9998,-0.0105,-0.001,0.9997,0.9933,0.9959,,,,,,,,
,,,,Black,0.6364,0.9988,0.0022,0.0013,0.9989,0.9979,0.9959,,,,,,,,
,,,,Other,8.0333,0.9789,0.0021,-0.0241,0.9746,0.998,0.9958,,,,,,,,
,,,,White,0.7381,0.9989,0.0026,0.0007,0.9994,0.9988,0.9959,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7199, 0, 2325, 0]",0.7559,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[10790, 0, 3497, 0]",0.7552,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,sex,LearningFairRepresentations,RandomForestClassifier,Female,,1.0,0.0,0.0,1.0,1.0,1.0,"[7199, 0, 2325, 0]",0.7559,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Male,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,sex,LearningFairRepresentations,XGBClassifier,Female,,1.0,0.0,0.0,1.0,1.0,1.0,"[10790, 0, 3497, 0]",0.7552,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Male,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,sex,LearningFairRepresentations,RandomForestClassifier,Female,,1.0,0.0,0.0,1.0,1.0,1.0,"[7199, 0, 2325, 0]",0.7559,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Male,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,sex,LearningFairRepresentations,XGBClassifier,Female,,1.0,0.0,0.0,1.0,1.0,1.0,"[10790, 0, 3497, 0]",0.7552,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Male,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
