dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.2478,0.8385,0.3225,0.0908,0.9099,0.6922,0.9386,"[6460, 739, 1033, 1292]",0.8139,0.5932,0.5557,0.6361,0.4751,0.5557,0.8973
,,,,Asian-Pac-Islander,1.3395,0.9284,-0.0621,-0.0163,0.9828,0.9368,0.9389,,,,,,,,
,,,,Black,0.4465,0.8753,0.1058,0.055,0.9453,0.8967,0.939,,,,,,,,
,,,,Other,0.1315,0.8137,0.3064,0.0885,0.9122,0.6938,0.9387,,,,,,,,
,,,,White,1.6969,0.9069,-0.0501,-0.0503,0.9502,0.9482,0.9392,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.3031,0.8073,0.1161,0.1054,0.8949,0.8833,0.9348,"[6452, 747, 1041, 1284]",0.8123,0.5895,0.5523,0.6322,0.4703,0.5523,0.8962
,,,,Male,3.2995,0.8073,-0.1161,-0.1054,0.8949,0.8833,0.9348,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7199, 0, 2325, 0]",0.7559,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[10790, 0, 3497, 0]",0.7552,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,1.6025,0.836,-0.0598,-0.1582,0.8418,0.9326,0.9531,"[4727, 2472, 2190, 135]",0.5105,0.0547,0.0581,0.0518,-0.2749,0.0581,0.6566
,,,,Asian-Pac-Islander,0.7949,0.9435,0.0101,0.0411,0.959,0.9921,0.9529,,,,,,,,
,,,,Black,1.5115,0.8666,-0.0252,-0.1026,0.8976,0.9711,0.9519,,,,,,,,
,,,,Other,1.0296,0.9919,0.0583,0.0453,0.9531,0.9418,0.953,,,,,,,,
,,,,White,0.7376,0.9074,0.0156,0.0763,0.9231,0.9852,0.9522,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,8.6481,0.6696,-0.0473,-0.3883,0.6191,0.974,0.9866,"[10233, 557, 3393, 104]",0.7235,0.05,0.0297,0.1573,-0.0448,0.0297,0.9484
,,,,Asian-Pac-Islander,0.5043,0.9767,0.0309,0.0193,0.9807,0.9692,0.9859,,,,,,,,
,,,,Black,0.5934,0.9804,-0.011,0.0279,0.9717,0.9897,0.9858,,,,,,,,
,,,,Other,0.2575,0.9654,0.0299,0.0383,0.9576,0.9701,0.9859,,,,,,,,
,,,,White,0.9406,0.9971,-0.0039,0.0018,0.9981,0.9942,0.9861,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7199, 0, 2325, 0]",0.7559,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[10790, 0, 3497, 0]",0.7552,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7199, 0, 2325, 0]",0.7559,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[10790, 0, 3497, 0]",0.7552,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
