dataset,protected_attribute,unbiasing_algorithm,data,classifier_type,classification_algorithm,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,Massaging,Test,Surrogate,GaussianNB,Asian-Pac-Islander,0.8792,0.9645,0.9034,0.9617,0.9632,0.9078,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,GaussianNB,Black,0.4556,0.832,0.8477,0.9055,0.906,0.8496,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,GaussianNB,Other,0.8741,0.9631,0.9206,1.0426,0.9628,0.9209,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,GaussianNB,White,1.7892,0.8622,1.127,1.0775,0.9225,0.8714,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,DecisionTreeClassifier,Amer-Indian-Eskimo,0.4997,0.8402,1.0519,0.8494,0.8542,0.9478,1.0,"[2727, 881, 522, 633]",0.7054,0.4743,0.5481,0.4181,0.2797,0.5481,0.7558
Adult Income,race,Massaging,Test,Surrogate,DecisionTreeClassifier,Asian-Pac-Islander,0.8503,0.9522,0.9882,0.9263,0.925,0.9901,0.9995,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,DecisionTreeClassifier,Black,0.7438,0.9165,0.9139,0.9622,0.9628,0.912,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,DecisionTreeClassifier,Other,0.6503,0.8885,0.4495,0.9951,0.991,0.4496,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,DecisionTreeClassifier,White,1.3772,0.9094,1.0781,1.0556,0.9445,0.921,0.9999,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,0.8731,0.9737,1.0366,1.0265,0.9675,0.9635,0.9997,"[3273, 335, 504, 651]",0.8239,0.6081,0.5636,0.6602,0.498,0.5636,0.9072
Adult Income,race,Massaging,Test,Surrogate,RandomForestClassifier,Asian-Pac-Islander,1.0082,0.9983,0.9214,1.012,0.9877,0.9209,0.9996,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,RandomForestClassifier,Black,0.4312,0.8755,0.8533,0.9494,0.9493,0.8581,0.9992,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,RandomForestClassifier,Other,0.4695,0.8897,0.8354,0.9631,0.9656,0.8357,0.9998,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,RandomForestClassifier,White,1.7763,0.9035,1.1153,1.034,0.9658,0.8828,0.9987,,,,,,,,
Adult Income,race,Massaging,Validation,Test,XGBClassifier,Amer-Indian-Eskimo,0.2945,0.8064,0.4964,0.9187,0.9221,0.509,0.9999,"[3066, 542, 398, 756]",0.8026,0.6166,0.6551,0.5824,0.4859,0.6551,0.8498
Adult Income,race,Massaging,Validation,Test,XGBClassifier,Asian-Pac-Islander,0.7301,0.9258,0.7651,0.9623,0.963,0.7616,0.9997,,,,,,,,
Adult Income,race,Massaging,Validation,Test,XGBClassifier,Black,0.4382,0.8382,0.8141,0.9186,0.9187,0.8085,0.9995,,,,,,,,
Adult Income,race,Massaging,Validation,Test,XGBClassifier,Other,0.3563,0.8237,0.5431,0.9337,0.9374,0.5429,0.9999,,,,,,,,
Adult Income,race,Massaging,Validation,Test,XGBClassifier,White,2.1516,0.842,1.2568,1.0779,0.9221,0.7461,0.9992,,,,,,,,
Adult Income,race,Massaging,Test,Test,XGBClassifier,Amer-Indian-Eskimo,0.4815,0.8511,0.9165,0.9119,0.9155,0.9165,0.9999,"[3036, 572, 366, 789]",0.8031,0.6272,0.6831,0.5797,0.4977,0.6831,0.8415
Adult Income,race,Massaging,Test,Test,XGBClassifier,Asian-Pac-Islander,0.6771,0.9068,0.7977,0.9257,0.925,0.7972,0.9997,,,,,,,,
Adult Income,race,Massaging,Test,Test,XGBClassifier,Black,0.5002,0.85,0.7896,0.9374,0.9376,0.7887,0.9998,,,,,,,,
Adult Income,race,Massaging,Test,Test,XGBClassifier,Other,0.4249,0.8349,0.9165,0.8968,0.8993,0.9165,0.9999,,,,,,,,
Adult Income,race,Massaging,Test,Test,XGBClassifier,White,1.9561,0.8498,1.2064,1.0755,0.9247,0.7933,0.9997,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,LogisticRegression,Amer-Indian-Eskimo,0.3563,0.8905,0.7034,0.9667,0.9689,0.7164,0.9999,"[3321, 287, 636, 518]",0.8062,0.5288,0.4489,0.6435,0.4222,0.4489,0.9205
Adult Income,race,Massaging,Validation,Surrogate,LogisticRegression,Asian-Pac-Islander,0.8129,0.9682,0.8185,1.007,0.9937,0.8199,1.0,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,LogisticRegression,Black,0.3682,0.8864,0.912,0.9388,0.9388,0.9105,1.0,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,LogisticRegression,Other,0.2871,0.8788,0.7499,0.9481,0.9494,0.75,1.0,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,LogisticRegression,White,2.2959,0.8962,1.1531,1.0495,0.9506,0.8485,1.0,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,SVC,Amer-Indian-Eskimo,0.2512,0.8796,0.5272,0.9863,0.9885,0.527,1.0,"[3391, 217, 611, 543]",0.8261,0.5674,0.4705,0.7145,0.4802,0.4705,0.9399
Adult Income,race,Massaging,Validation,Surrogate,SVC,Asian-Pac-Islander,1.4413,0.9305,1.0552,1.0551,0.9442,0.9436,0.9999,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,SVC,Black,0.4037,0.8991,0.8895,0.9633,0.9634,0.8877,1.0,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,SVC,Other,0.6096,0.9375,0.9292,0.9962,0.9986,0.9292,1.0,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,SVC,White,1.6523,0.9332,1.0735,1.0157,0.984,0.9286,0.9999,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,GaussianNB,Amer-Indian-Eskimo,0.1215,0.708,0.2684,0.8427,0.845,0.2683,0.9999,"[2879, 729, 314, 840]",0.781,0.617,0.7279,0.5354,0.4794,0.7279,0.7979
Adult Income,race,Massaging,Validation,Surrogate,GaussianNB,Asian-Pac-Islander,0.6823,0.8943,0.7638,0.9182,0.9194,0.7639,0.9999,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,GaussianNB,Black,0.3846,0.7846,0.8473,0.8549,0.8548,0.8466,0.9999,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,GaussianNB,Other,0.6272,0.8768,1.0723,0.9099,0.9147,0.9276,0.9999,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,GaussianNB,White,2.3663,0.7926,1.2187,1.1415,0.8582,0.7802,0.9999,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,DecisionTreeClassifier,Amer-Indian-Eskimo,0.8111,0.96,0.9414,1.0039,0.9904,0.98,0.9997,"[3202, 406, 554, 600]",0.7984,0.5556,0.5199,0.5964,0.4277,0.5199,0.8875
Adult Income,race,Massaging,Validation,Surrogate,DecisionTreeClassifier,Asian-Pac-Islander,1.1417,0.9702,1.0039,1.0199,0.9786,0.9947,0.9992,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,DecisionTreeClassifier,Black,0.5077,0.8909,0.9292,0.9474,0.9469,0.9313,0.9999,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,DecisionTreeClassifier,Other,1.0976,0.9794,1.0803,1.0712,0.9354,0.9196,0.9997,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,DecisionTreeClassifier,White,1.4721,0.929,1.0341,1.029,0.971,0.9677,0.9994,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,0.5093,0.9027,0.7685,0.9812,0.9846,0.7941,0.9997,"[3289, 319, 533, 621]",0.8211,0.5931,0.5381,0.6606,0.4841,0.5381,0.9116
Adult Income,race,Massaging,Validation,Surrogate,RandomForestClassifier,Asian-Pac-Islander,0.9828,0.9966,0.9358,0.9979,0.9972,0.9346,0.9996,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,RandomForestClassifier,Black,0.4018,0.8748,0.8549,0.9464,0.9458,0.855,0.9998,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,RandomForestClassifier,Other,0.6165,0.9241,0.8613,0.996,0.9998,0.8613,0.9997,,,,,,,,
Adult Income,race,Massaging,Validation,Surrogate,RandomForestClassifier,White,1.9013,0.8996,1.1283,1.0416,0.9586,0.8749,0.9996,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,LogisticRegression,Amer-Indian-Eskimo,0.1231,0.8482,0.5373,0.944,0.9451,0.5374,1.0,"[3322, 286, 623, 532]",0.8092,0.5393,0.4606,0.6504,0.4333,0.4606,0.9207
Adult Income,race,Massaging,Test,Surrogate,LogisticRegression,Asian-Pac-Islander,0.8054,0.9664,0.9149,0.9653,0.9674,0.9213,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,LogisticRegression,Black,0.2732,0.8659,0.7207,0.9446,0.9448,0.7223,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,LogisticRegression,Other,0.7089,0.9499,0.9389,1.0053,0.991,0.9391,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,LogisticRegression,White,2.6217,0.8834,1.2118,1.0511,0.949,0.7867,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,SVC,Amer-Indian-Eskimo,0.5189,0.9211,0.9166,0.9865,0.9889,0.9165,0.9999,"[3388, 220, 597, 558]",0.8285,0.5773,0.4831,0.7172,0.4894,0.4831,0.939
Adult Income,race,Massaging,Test,Surrogate,SVC,Asian-Pac-Islander,1.374,0.9396,1.0556,1.0448,0.9549,0.9427,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,SVC,Black,0.3935,0.8949,0.7686,0.9772,0.9766,0.7738,0.9999,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,SVC,Other,0.5958,0.9338,0.9166,0.9953,0.9978,0.9165,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,SVC,White,1.6638,0.9309,1.1118,1.0087,0.9913,0.8877,0.9999,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,GaussianNB,Amer-Indian-Eskimo,0.0643,0.69,0.4746,0.7956,0.7957,0.4748,1.0,"[2879, 729, 320, 835]",0.7798,0.6142,0.7229,0.5339,0.4754,0.7229,0.7979
Adult Income,race,Massaging,Test,Surrogate,GaussianNB,Asian-Pac-Islander,0.6895,0.8971,0.8072,0.909,0.9096,0.8091,0.9999,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,GaussianNB,Black,0.3447,0.7705,0.8013,0.8429,0.8435,0.8032,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,GaussianNB,Other,0.9282,0.9764,1.0771,1.0376,0.9664,0.9226,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,GaussianNB,White,2.4223,0.7895,1.2059,1.148,0.8523,0.7914,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,DecisionTreeClassifier,Amer-Indian-Eskimo,0.8313,0.9633,1.0731,1.001,0.993,0.927,0.9999,"[3182, 426, 546, 609]",0.7959,0.5562,0.5273,0.5884,0.4253,0.5273,0.8819
Adult Income,race,Massaging,Test,Surrogate,DecisionTreeClassifier,Asian-Pac-Islander,1.2593,0.9441,0.9337,1.0844,0.9156,0.9319,0.9997,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,DecisionTreeClassifier,Black,0.5305,0.8932,0.8558,0.9601,0.9605,0.8588,0.9997,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,DecisionTreeClassifier,Other,0.8405,0.9653,0.671,1.0656,0.941,0.6713,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,DecisionTreeClassifier,White,1.419,0.933,1.1199,1.0068,0.9936,0.8809,0.9995,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,0.6675,0.9311,1.047,0.9756,0.9791,0.953,0.9999,"[3263, 345, 516, 639]",0.8192,0.5975,0.5532,0.6494,0.4844,0.5532,0.9044
Adult Income,race,Massaging,Test,Surrogate,RandomForestClassifier,Asian-Pac-Islander,1.0431,0.9911,0.9826,0.9999,0.9996,0.9847,0.9997,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,RandomForestClassifier,Black,0.3822,0.8644,0.7746,0.9463,0.9461,0.7752,0.9997,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,RandomForestClassifier,Other,0.3524,0.8655,0.6453,0.9604,0.9628,0.6452,0.9999,,,,,,,,
Adult Income,race,Massaging,Test,Surrogate,RandomForestClassifier,White,1.9389,0.8925,1.1485,1.044,0.9563,0.8523,0.9995,,,,,,,,
Adult Income,race,Massaging,Validation,Test,XGBClassifier,Amer-Indian-Eskimo,0.7714,0.9551,0.8945,1.016,0.9795,0.9329,0.9999,"[3329, 279, 500, 654]",0.8364,0.6267,0.5667,0.701,0.5283,0.5667,0.9227
Adult Income,race,Massaging,Validation,Test,XGBClassifier,Asian-Pac-Islander,0.9552,0.9912,0.9063,0.9999,0.9988,0.905,0.9999,,,,,,,,
Adult Income,race,Massaging,Validation,Test,XGBClassifier,Black,0.3942,0.874,0.825,0.9549,0.9555,0.8249,0.9997,,,,,,,,
Adult Income,race,Massaging,Validation,Test,XGBClassifier,Other,0.4962,0.9009,0.8327,0.9788,0.9813,0.8326,0.9999,,,,,,,,
Adult Income,race,Massaging,Validation,Test,XGBClassifier,White,1.925,0.8989,1.1452,1.0323,0.9677,0.8538,0.9998,,,,,,,,
Adult Income,race,Massaging,Test,Test,XGBClassifier,Amer-Indian-Eskimo,0.5252,0.9038,0.8138,0.9924,0.996,0.8139,1.0,"[3323, 285, 479, 676]",0.8396,0.6389,0.5853,0.7034,0.5407,0.5853,0.921
Adult Income,race,Massaging,Test,Test,XGBClassifier,Asian-Pac-Islander,1.0685,0.9862,0.8992,1.0357,0.9636,0.8985,0.9994,,,,,,,,
Adult Income,race,Massaging,Test,Test,XGBClassifier,Black,0.3262,0.8548,0.7413,0.9476,0.948,0.7415,0.9999,,,,,,,,
Adult Income,race,Massaging,Test,Test,XGBClassifier,Other,0.4817,0.895,1.0147,0.9488,0.9499,0.9852,1.0,,,,,,,,
Adult Income,race,Massaging,Test,Test,XGBClassifier,White,2.0664,0.8876,1.1939,1.034,0.9658,0.8066,0.9994,,,,,,,,
Adult Income,sex,Massaging,Validation,Surrogate,LogisticRegression,Female,0.0478,0.9761,0.9627,0.9835,0.9835,0.9628,0.9996,"[3569, 39, 1111, 43]",0.7585,0.0696,0.0373,0.5244,0.0871,0.0373,0.9892
Adult Income,sex,Massaging,Validation,Surrogate,LogisticRegression,Male,20.9167,0.9761,1.0373,1.0165,0.9835,0.9628,0.9996,,,,,,,,
Adult Income,sex,Massaging,Validation,Surrogate,SVC,Female,0.2766,0.9048,1.0751,0.896,0.8961,0.9243,0.9999,"[3342, 266, 943, 211]",0.7461,0.2587,0.1828,0.4423,0.1557,0.1828,0.9263
Adult Income,sex,Massaging,Validation,Surrogate,SVC,Male,3.6154,0.9048,0.9249,1.104,0.8961,0.9243,0.9999,,,,,,,,
Adult Income,sex,Massaging,Validation,Surrogate,GaussianNB,Female,0.9108,0.9924,1.0262,0.9895,0.9895,0.9739,1.0,"[3321, 287, 1047, 107]",0.7199,0.1382,0.0927,0.2716,0.0205,0.0927,0.9205
Adult Income,sex,Massaging,Validation,Surrogate,GaussianNB,Male,1.0979,0.9924,0.9738,1.0105,0.9895,0.9739,1.0,,,,,,,,
Adult Income,sex,Massaging,Validation,Surrogate,DecisionTreeClassifier,Female,0.6314,0.9164,1.1785,0.918,0.9179,0.8222,0.9997,"[3075, 533, 738, 416]",0.7331,0.3956,0.3605,0.4384,0.2282,0.3605,0.8523
Adult Income,sex,Massaging,Validation,Surrogate,DecisionTreeClassifier,Male,1.5838,0.9164,0.8215,1.082,0.9179,0.8222,0.9997,,,,,,,,
Adult Income,sex,Massaging,Validation,Surrogate,RandomForestClassifier,Female,0.3609,0.8769,1.0951,0.8844,0.8845,0.9054,0.9998,"[3249, 359, 789, 365]",0.7589,0.3887,0.3163,0.5041,0.2587,0.3163,0.9005
Adult Income,sex,Massaging,Validation,Surrogate,RandomForestClassifier,Male,2.7712,0.8769,0.9049,1.1156,0.8845,0.9054,0.9998,,,,,,,,
Adult Income,sex,Massaging,Test,Surrogate,LogisticRegression,Female,0.0229,0.9744,0.951,0.9843,0.9844,0.9511,0.9997,"[3571, 37, 1107, 48]",0.7598,0.0774,0.0416,0.5647,0.1013,0.0416,0.9897
Adult Income,sex,Massaging,Test,Surrogate,LogisticRegression,Male,43.6667,0.9744,1.049,1.0157,0.9844,0.9511,0.9997,,,,,,,,
Adult Income,sex,Massaging,Test,Surrogate,SVC,Female,0.2687,0.9099,1.0471,0.9071,0.9074,0.9541,0.9997,"[3364, 244, 953, 202]",0.7487,0.2523,0.1749,0.4529,0.1578,0.1749,0.9324
Adult Income,sex,Massaging,Test,Surrogate,SVC,Male,3.7221,0.9099,0.9529,1.0929,0.9074,0.9541,0.9997,,,,,,,,
Adult Income,sex,Massaging,Test,Surrogate,GaussianNB,Female,0.851,0.9875,0.9772,0.9912,0.9913,0.9778,0.9998,"[3330, 278, 1053, 102]",0.7206,0.1329,0.0883,0.2684,0.0178,0.0883,0.9229
Adult Income,sex,Massaging,Test,Surrogate,GaussianNB,Male,1.1751,0.9875,1.0228,1.0088,0.9913,0.9778,0.9998,,,,,,,,
Adult Income,sex,Massaging,Test,Surrogate,DecisionTreeClassifier,Female,0.651,0.9166,1.0494,0.9324,0.9323,0.9518,0.9998,"[3000, 608, 755, 400]",0.7138,0.3699,0.3463,0.3968,0.1866,0.3463,0.8315
Adult Income,sex,Massaging,Test,Surrogate,DecisionTreeClassifier,Male,1.536,0.9166,0.9506,1.0676,0.9323,0.9518,0.9998,,,,,,,,
Adult Income,sex,Massaging,Test,Surrogate,RandomForestClassifier,Female,0.3273,0.8689,1.0004,0.8844,0.8843,0.9995,0.9999,"[3225, 383, 815, 340]",0.7485,0.3621,0.2944,0.4703,0.2248,0.2944,0.8938
Adult Income,sex,Massaging,Test,Surrogate,RandomForestClassifier,Male,3.0549,0.8689,0.9996,1.1156,0.8843,0.9995,0.9999,,,,,,,,
Adult Income,sex,Massaging,Validation,Test,XGBClassifier,Female,0.5369,0.9215,1.2345,0.9122,0.912,0.7669,0.9998,"[3266, 342, 812, 342]",0.7577,0.3721,0.2964,0.5,0.2463,0.2964,0.9052
Adult Income,sex,Massaging,Validation,Test,XGBClassifier,Male,1.8626,0.9215,0.7655,1.0878,0.912,0.7669,0.9998,,,,,,,,
Adult Income,sex,Massaging,Test,Test,XGBClassifier,Female,0.5922,0.9297,1.2225,0.93,0.9301,0.7785,0.9996,"[3267, 341, 785, 370]",0.7636,0.3966,0.3203,0.5204,0.2716,0.3203,0.9055
Adult Income,sex,Massaging,Test,Test,XGBClassifier,Male,1.6885,0.9297,0.7775,1.07,0.9301,0.7785,0.9996,,,,,,,,
Adult Income,sex,Massaging,Validation,Surrogate,LogisticRegression,Female,0.1217,0.7944,0.5883,0.9069,0.9069,0.5869,1.0,"[3327, 281, 643, 511]",0.806,0.5252,0.4428,0.6452,0.4199,0.4428,0.9221
Adult Income,sex,Massaging,Validation,Surrogate,LogisticRegression,Male,8.214,0.7944,1.4117,1.0931,0.9069,0.5869,1.0,,,,,,,,
Adult Income,sex,Massaging,Validation,Surrogate,SVC,Female,0.2188,0.8343,0.8243,0.9243,0.9243,0.8253,1.0,"[3394, 214, 618, 536]",0.8253,0.563,0.4645,0.7147,0.4766,0.4645,0.9407
Adult Income,sex,Massaging,Validation,Surrogate,SVC,Male,4.5711,0.8343,1.1757,1.0757,0.9243,0.8253,1.0,,,,,,,,
Adult Income,sex,Massaging,Validation,Surrogate,GaussianNB,Female,0.0026,0.5387,0.1809,0.6987,0.6987,0.1812,0.9999,"[2939, 669, 345, 809]",0.7871,0.6147,0.701,0.5474,0.4776,0.701,0.8146
Adult Income,sex,Massaging,Validation,Surrogate,GaussianNB,Male,385.4167,0.5387,1.8191,1.3013,0.6987,0.1812,0.9999,,,,,,,,
Adult Income,sex,Massaging,Validation,Surrogate,DecisionTreeClassifier,Female,0.4041,0.8462,0.9608,0.9159,0.9158,0.9614,0.9996,"[3215, 393, 559, 595]",0.8001,0.5556,0.5156,0.6022,0.4297,0.5156,0.8911
Adult Income,sex,Massaging,Validation,Surrogate,DecisionTreeClassifier,Male,2.4746,0.8462,1.0392,1.0841,0.9158,0.9614,0.9996,,,,,,,,
Adult Income,sex,Massaging,Validation,Surrogate,RandomForestClassifier,Female,0.3075,0.8223,0.8963,0.9078,0.9078,0.8952,0.9997,"[3285, 323, 534, 620]",0.82,0.5913,0.5373,0.6575,0.4814,0.5373,0.9105
Adult Income,sex,Massaging,Validation,Surrogate,RandomForestClassifier,Male,3.2522,0.8223,1.1037,1.0922,0.9078,0.8952,0.9997,,,,,,,,
Adult Income,sex,Massaging,Test,Surrogate,LogisticRegression,Female,0.089,0.7788,0.5724,0.8938,0.8937,0.5711,1.0,"[3326, 282, 627, 528]",0.8092,0.5374,0.4571,0.6519,0.4324,0.4571,0.9218
Adult Income,sex,Massaging,Test,Surrogate,LogisticRegression,Male,11.2407,0.7788,1.4276,1.1062,0.8937,0.5711,1.0,,,,,,,,
Adult Income,sex,Massaging,Test,Surrogate,SVC,Female,0.2462,0.838,0.8313,0.9315,0.9316,0.8302,1.0,"[3392, 216, 601, 554]",0.8285,0.5756,0.4797,0.7195,0.4887,0.4797,0.9401
Adult Income,sex,Massaging,Test,Surrogate,SVC,Male,4.0624,0.838,1.1687,1.0685,0.9316,0.8302,1.0,,,,,,,,
Adult Income,sex,Massaging,Test,Surrogate,GaussianNB,Female,0.0013,0.5379,0.1908,0.6932,0.6933,0.1911,1.0,"[2929, 679, 354, 801]",0.7831,0.608,0.6935,0.5412,0.468,0.6935,0.8118
Adult Income,sex,Massaging,Test,Surrogate,GaussianNB,Male,771.1667,0.5379,1.8092,1.3068,0.6933,0.1911,1.0,,,,,,,,
Adult Income,sex,Massaging,Test,Surrogate,DecisionTreeClassifier,Female,0.3713,0.8271,0.8007,0.9188,0.9188,0.8007,0.9999,"[3172, 436, 552, 603]",0.7926,0.5497,0.5221,0.5804,0.4164,0.5221,0.8792
Adult Income,sex,Massaging,Test,Surrogate,DecisionTreeClassifier,Male,2.6934,0.8271,1.1993,1.0812,0.9188,0.8007,0.9999,,,,,,,,
Adult Income,sex,Massaging,Test,Surrogate,RandomForestClassifier,Female,0.3122,0.8158,0.8399,0.9114,0.9113,0.8398,0.9998,"[3259, 349, 517, 638]",0.8182,0.5957,0.5524,0.6464,0.4818,0.5524,0.9033
Adult Income,sex,Massaging,Test,Surrogate,RandomForestClassifier,Male,3.2033,0.8158,1.1601,1.0886,0.9113,0.8398,0.9998,,,,,,,,
Adult Income,sex,Massaging,Validation,Test,XGBClassifier,Female,0.3028,0.8255,0.8978,0.9194,0.9194,0.8978,0.9997,"[3334, 274, 510, 644]",0.8354,0.6216,0.5581,0.7015,0.5237,0.5581,0.9241
Adult Income,sex,Massaging,Validation,Test,XGBClassifier,Male,3.3021,0.8255,1.1022,1.0806,0.9194,0.8978,0.9997,,,,,,,,
Adult Income,sex,Massaging,Test,Test,XGBClassifier,Female,0.2907,0.8116,0.8147,0.9265,0.9266,0.813,0.9998,"[3329, 279, 464, 691]",0.844,0.6504,0.5983,0.7124,0.5544,0.5983,0.9227
Adult Income,sex,Massaging,Test,Test,XGBClassifier,Male,3.4404,0.8116,1.1853,1.0735,0.9266,0.813,0.9998,,,,,,,,
