dataset,attribute,group,algorithm,set,iterations,error,classifier_type,classification_algorithm,asian_0.0_a_train_set_,asian_0.0_b_predicted_set_,asian_1.0_a_train_set_,asian_1.0_b_predicted_set_,asian_1.0_c_predictions_set_,black_0.0_a_train_set_,black_0.0_b_predicted_set_,black_1.0_a_train_set_,black_1.0_b_predicted_set_,black_1.0_c_predictions_set_,hisp_0.0_a_train_set_,hisp_0.0_b_predicted_set_,hisp_1.0_a_train_set_,hisp_1.0_b_predicted_set_,hisp_1.0_c_predictions_set_,other_0.0_a_train_set_,other_0.0_b_predicted_set_,other_1.0_a_train_set_,other_1.0_b_predicted_set_,other_1.0_c_predictions_set_,white_0.0_a_train_set_,white_0.0_b_predicted_set_,white_1.0_a_train_set_,white_1.0_b_predicted_set_,white_1.0_c_predictions_set_,asian_0.0_c_predictions_set_,black_0.0_c_predictions_set_,hisp_0.0_c_predictions_set_,other_0.0_c_predictions_set_,white_0.0_c_predictions_set_
Law School Admission Bar Passage,race1,hisp,Massaging,Test,1,False,Surrogate,SVC,0.0032,0.0029,0.0356,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0023,0.0054,0.0430,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0305,0.0273,0.8086,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Massaging,Test,1,False,Surrogate,GaussianNB,0.0032,0.0029,0.0356,0.0361,0.0273,0.0130,0.0132,0.0455,0.0458,0.0171,0.0023,0.0054,0.0430,0.0400,0.0268,0.0018,0.0015,0.0165,0.0166,0.0117,0.0305,0.0273,0.8086,0.8114,0.6940,0.0117,0.0419,0.0185,0.0063,0.1447
Law School Admission Bar Passage,race1,hisp,Massaging,Test,1,False,Surrogate,DecisionTreeClassifier,0.0032,0.0029,0.0356,0.0361,0.0370,0.0130,0.0132,0.0455,0.0458,0.0517,0.0023,0.0054,0.0430,0.0400,0.0414,0.0018,0.0015,0.0165,0.0166,0.0166,0.0305,0.0273,0.8086,0.8114,0.8036,0.0019,0.0073,0.0039,0.0015,0.0351
Law School Admission Bar Passage,race1,hisp,Massaging,Test,1,False,Surrogate,RandomForestClassifier,0.0032,0.0029,0.0356,0.0361,0.0380,0.0130,0.0132,0.0455,0.0458,0.0585,0.0023,0.0054,0.0430,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0305,0.0273,0.8086,0.8114,0.8324,0.0010,0.0005,0.0000,0.0000,0.0063
Law School Admission Bar Passage,race1,hisp,Massaging,Validation,1,False,Target,XGBClassifier,0.0032,0.0029,0.0356,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0570,0.0023,0.0059,0.0430,0.0395,0.0444,0.0018,0.0020,0.0165,0.0166,0.0180,0.0305,0.0273,0.8086,0.8118,0.8298,0.0000,0.0015,0.0010,0.0005,0.0093
Law School Admission Bar Passage,race1,hisp,Massaging,Test,1,False,Target,XGBClassifier,0.0032,0.0029,0.0356,0.0361,0.0385,0.0130,0.0132,0.0455,0.0458,0.0580,0.0023,0.0054,0.0430,0.0400,0.0448,0.0018,0.0015,0.0165,0.0166,0.0171,0.0305,0.0273,0.8086,0.8114,0.8280,0.0005,0.0010,0.0005,0.0010,0.0107
Law School Admission Bar Passage,race1,hisp,Massaging,Validation,2,False,Surrogate,LogisticRegression,0.0032,0.0029,0.0356,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0023,0.0059,0.0430,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0305,0.0273,0.8086,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Massaging,Validation,2,False,Surrogate,SVC,0.0032,0.0029,0.0356,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0023,0.0059,0.0430,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0305,0.0273,0.8086,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Massaging,Validation,2,False,Surrogate,GaussianNB,0.0032,0.0029,0.0356,0.0356,0.0288,0.0130,0.0132,0.0455,0.0453,0.0215,0.0023,0.0059,0.0430,0.0395,0.0215,0.0018,0.0020,0.0165,0.0166,0.0107,0.0305,0.0273,0.8086,0.8118,0.6923,0.0098,0.0371,0.0239,0.0078,0.1468
Law School Admission Bar Passage,race1,hisp,Massaging,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0032,0.0029,0.0356,0.0356,0.0371,0.0130,0.0132,0.0455,0.0453,0.0536,0.0023,0.0059,0.0430,0.0395,0.0434,0.0018,0.0020,0.0165,0.0166,0.0180,0.0305,0.0273,0.8086,0.8118,0.7918,0.0015,0.0049,0.0020,0.0005,0.0473
Law School Admission Bar Passage,race1,hisp,Massaging,Validation,2,False,Surrogate,RandomForestClassifier,0.0032,0.0029,0.0356,0.0356,0.0380,0.0130,0.0132,0.0455,0.0453,0.0580,0.0023,0.0059,0.0430,0.0395,0.0444,0.0018,0.0020,0.0165,0.0166,0.0180,0.0305,0.0273,0.8086,0.8118,0.8323,0.0005,0.0005,0.0010,0.0005,0.0068
Law School Admission Bar Passage,race1,hisp,Massaging,Test,2,False,Surrogate,LogisticRegression,0.0032,0.0029,0.0356,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0023,0.0054,0.0430,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0305,0.0273,0.8086,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Massaging,Test,2,False,Surrogate,SVC,0.0032,0.0029,0.0356,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0023,0.0054,0.0430,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0305,0.0273,0.8086,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Massaging,Test,2,False,Surrogate,GaussianNB,0.0032,0.0029,0.0356,0.0361,0.0273,0.0130,0.0132,0.0455,0.0458,0.0171,0.0023,0.0054,0.0430,0.0400,0.0268,0.0018,0.0015,0.0165,0.0166,0.0117,0.0305,0.0273,0.8086,0.8114,0.6940,0.0117,0.0419,0.0185,0.0063,0.1447
Law School Admission Bar Passage,race1,hisp,Massaging,Test,2,False,Surrogate,DecisionTreeClassifier,0.0032,0.0029,0.0356,0.0361,0.0370,0.0130,0.0132,0.0455,0.0458,0.0517,0.0023,0.0054,0.0430,0.0400,0.0414,0.0018,0.0015,0.0165,0.0166,0.0166,0.0305,0.0273,0.8086,0.8114,0.8036,0.0019,0.0073,0.0039,0.0015,0.0351
Law School Admission Bar Passage,race1,hisp,Massaging,Test,2,False,Surrogate,RandomForestClassifier,0.0032,0.0029,0.0356,0.0361,0.0380,0.0130,0.0132,0.0455,0.0458,0.0585,0.0023,0.0054,0.0430,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0305,0.0273,0.8086,0.8114,0.8324,0.0010,0.0005,0.0000,0.0000,0.0063
Law School Admission Bar Passage,race1,hisp,Massaging,Validation,2,False,Target,XGBClassifier,0.0032,0.0029,0.0356,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0570,0.0023,0.0059,0.0430,0.0395,0.0444,0.0018,0.0020,0.0165,0.0166,0.0180,0.0305,0.0273,0.8086,0.8118,0.8298,0.0000,0.0015,0.0010,0.0005,0.0093
Law School Admission Bar Passage,race1,hisp,Massaging,Test,2,False,Target,XGBClassifier,0.0032,0.0029,0.0356,0.0361,0.0385,0.0130,0.0132,0.0455,0.0458,0.0580,0.0023,0.0054,0.0430,0.0400,0.0448,0.0018,0.0015,0.0165,0.0166,0.0171,0.0305,0.0273,0.8086,0.8114,0.8280,0.0005,0.0010,0.0005,0.0010,0.0107
Law School Admission Bar Passage,race1,other,Massaging,Validation,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0357,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0010,0.0020,0.0173,0.0166,0.0185,0.0282,0.0273,0.8109,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Massaging,Validation,1,False,Surrogate,SVC,0.0030,0.0029,0.0357,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0010,0.0020,0.0173,0.0166,0.0185,0.0282,0.0273,0.8109,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Massaging,Validation,1,False,Surrogate,GaussianNB,0.0030,0.0029,0.0357,0.0356,0.0278,0.0130,0.0132,0.0455,0.0453,0.0132,0.0056,0.0059,0.0397,0.0395,0.0117,0.0010,0.0020,0.0173,0.0166,0.0034,0.0282,0.0273,0.8109,0.8118,0.0829,0.0107,0.0453,0.0336,0.0151,0.7562
Law School Admission Bar Passage,race1,other,Massaging,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0357,0.0356,0.0380,0.0130,0.0132,0.0455,0.0453,0.0473,0.0056,0.0059,0.0397,0.0395,0.0414,0.0010,0.0020,0.0173,0.0166,0.0166,0.0282,0.0273,0.8109,0.8118,0.7947,0.0005,0.0112,0.0039,0.0020,0.0444
Law School Admission Bar Passage,race1,other,Massaging,Validation,1,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0357,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0541,0.0056,0.0059,0.0397,0.0395,0.0439,0.0010,0.0020,0.0173,0.0166,0.0185,0.0282,0.0273,0.8109,0.8118,0.8352,0.0000,0.0044,0.0015,0.0000,0.0039
Law School Admission Bar Passage,race1,other,Massaging,Test,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0357,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0010,0.0015,0.0173,0.0166,0.0180,0.0282,0.0273,0.8109,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Massaging,Test,1,False,Surrogate,SVC,0.0030,0.0029,0.0357,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0010,0.0015,0.0173,0.0166,0.0180,0.0282,0.0273,0.8109,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Massaging,Test,1,False,Surrogate,GaussianNB,0.0030,0.0029,0.0357,0.0361,0.0244,0.0130,0.0132,0.0455,0.0458,0.0112,0.0056,0.0054,0.0397,0.0400,0.0117,0.0010,0.0015,0.0173,0.0166,0.0039,0.0282,0.0273,0.8109,0.8114,0.0955,0.0146,0.0478,0.0336,0.0141,0.7432
Law School Admission Bar Passage,race1,other,Massaging,Test,1,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0357,0.0361,0.0370,0.0130,0.0132,0.0455,0.0458,0.0482,0.0056,0.0054,0.0397,0.0400,0.0395,0.0010,0.0015,0.0173,0.0166,0.0171,0.0282,0.0273,0.8109,0.8114,0.7934,0.0019,0.0107,0.0058,0.0010,0.0453
Law School Admission Bar Passage,race1,other,Massaging,Test,1,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0357,0.0361,0.0385,0.0130,0.0132,0.0455,0.0458,0.0556,0.0056,0.0054,0.0397,0.0400,0.0439,0.0010,0.0015,0.0173,0.0166,0.0180,0.0282,0.0273,0.8109,0.8114,0.8338,0.0005,0.0034,0.0015,0.0000,0.0049
Law School Admission Bar Passage,race1,other,Massaging,Validation,1,False,Target,XGBClassifier,0.0030,0.0029,0.0357,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0570,0.0056,0.0059,0.0397,0.0395,0.0453,0.0010,0.0020,0.0173,0.0166,0.0180,0.0282,0.0273,0.8109,0.8118,0.8347,0.0000,0.0015,0.0000,0.0005,0.0044
Law School Admission Bar Passage,race1,other,Massaging,Test,1,False,Target,XGBClassifier,0.0030,0.0029,0.0357,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0570,0.0056,0.0054,0.0397,0.0400,0.0443,0.0010,0.0015,0.0173,0.0166,0.0180,0.0282,0.0273,0.8109,0.8114,0.8314,0.0000,0.0019,0.0010,0.0000,0.0073
Law School Admission Bar Passage,race1,other,Massaging,Validation,2,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0357,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0010,0.0020,0.0173,0.0166,0.0185,0.0282,0.0273,0.8109,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Massaging,Validation,2,False,Surrogate,SVC,0.0030,0.0029,0.0357,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0010,0.0020,0.0173,0.0166,0.0185,0.0282,0.0273,0.8109,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Massaging,Validation,2,False,Surrogate,GaussianNB,0.0030,0.0029,0.0357,0.0356,0.0278,0.0130,0.0132,0.0455,0.0453,0.0132,0.0056,0.0059,0.0397,0.0395,0.0117,0.0010,0.0020,0.0173,0.0166,0.0034,0.0282,0.0273,0.8109,0.8118,0.0829,0.0107,0.0453,0.0336,0.0151,0.7562
Law School Admission Bar Passage,race1,other,Massaging,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0357,0.0356,0.0380,0.0130,0.0132,0.0455,0.0453,0.0473,0.0056,0.0059,0.0397,0.0395,0.0414,0.0010,0.0020,0.0173,0.0166,0.0166,0.0282,0.0273,0.8109,0.8118,0.7947,0.0005,0.0112,0.0039,0.0020,0.0444
Law School Admission Bar Passage,race1,other,Massaging,Validation,2,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0357,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0541,0.0056,0.0059,0.0397,0.0395,0.0439,0.0010,0.0020,0.0173,0.0166,0.0185,0.0282,0.0273,0.8109,0.8118,0.8352,0.0000,0.0044,0.0015,0.0000,0.0039
Law School Admission Bar Passage,race1,other,Massaging,Test,2,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0357,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0010,0.0015,0.0173,0.0166,0.0180,0.0282,0.0273,0.8109,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Massaging,Test,2,False,Surrogate,SVC,0.0030,0.0029,0.0357,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0010,0.0015,0.0173,0.0166,0.0180,0.0282,0.0273,0.8109,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Massaging,Test,2,False,Surrogate,GaussianNB,0.0030,0.0029,0.0357,0.0361,0.0244,0.0130,0.0132,0.0455,0.0458,0.0112,0.0056,0.0054,0.0397,0.0400,0.0117,0.0010,0.0015,0.0173,0.0166,0.0039,0.0282,0.0273,0.8109,0.8114,0.0955,0.0146,0.0478,0.0336,0.0141,0.7432
Law School Admission Bar Passage,race1,other,Massaging,Test,2,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0357,0.0361,0.0370,0.0130,0.0132,0.0455,0.0458,0.0482,0.0056,0.0054,0.0397,0.0400,0.0395,0.0010,0.0015,0.0173,0.0166,0.0171,0.0282,0.0273,0.8109,0.8114,0.7934,0.0019,0.0107,0.0058,0.0010,0.0453
Law School Admission Bar Passage,race1,other,Massaging,Test,2,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0357,0.0361,0.0385,0.0130,0.0132,0.0455,0.0458,0.0556,0.0056,0.0054,0.0397,0.0400,0.0439,0.0010,0.0015,0.0173,0.0166,0.0180,0.0282,0.0273,0.8109,0.8114,0.8338,0.0005,0.0034,0.0015,0.0000,0.0049
Law School Admission Bar Passage,race1,other,Massaging,Validation,2,False,Target,XGBClassifier,0.0030,0.0029,0.0357,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0570,0.0056,0.0059,0.0397,0.0395,0.0453,0.0010,0.0020,0.0173,0.0166,0.0180,0.0282,0.0273,0.8109,0.8118,0.8347,0.0000,0.0015,0.0000,0.0005,0.0044
Law School Admission Bar Passage,race1,other,Massaging,Test,2,False,Target,XGBClassifier,0.0030,0.0029,0.0357,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0570,0.0056,0.0054,0.0397,0.0400,0.0443,0.0010,0.0015,0.0173,0.0166,0.0180,0.0282,0.0273,0.8109,0.8114,0.8314,0.0000,0.0019,0.0010,0.0000,0.0073
Law School Admission Bar Passage,race1,white,Massaging,Validation,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.8117,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Massaging,Validation,1,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.8117,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Massaging,Validation,1,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0356,0.0205,0.0130,0.0132,0.0455,0.0453,0.0215,0.0056,0.0059,0.0397,0.0395,0.0176,0.0018,0.0020,0.0165,0.0166,0.0068,0.0274,0.0273,0.8117,0.8118,0.3033,0.0180,0.0371,0.0278,0.0117,0.5358
Law School Admission Bar Passage,race1,white,Massaging,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0356,0.0366,0.0130,0.0132,0.0455,0.0453,0.0458,0.0056,0.0059,0.0397,0.0395,0.0414,0.0018,0.0020,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8118,0.8245,0.0020,0.0127,0.0039,0.0005,0.0146
Law School Admission Bar Passage,race1,white,Massaging,Validation,1,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0356,0.0380,0.0130,0.0132,0.0455,0.0453,0.0546,0.0056,0.0059,0.0397,0.0395,0.0439,0.0018,0.0020,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8118,0.8342,0.0005,0.0039,0.0015,0.0005,0.0049
Law School Admission Bar Passage,race1,white,Massaging,Test,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Massaging,Test,1,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Massaging,Test,1,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0361,0.0205,0.0130,0.0132,0.0455,0.0458,0.0175,0.0056,0.0054,0.0397,0.0400,0.0210,0.0018,0.0015,0.0165,0.0166,0.0088,0.0274,0.0273,0.8117,0.8114,0.3041,0.0185,0.0414,0.0244,0.0093,0.5346
Law School Admission Bar Passage,race1,white,Massaging,Test,1,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0361,0.0327,0.0130,0.0132,0.0455,0.0458,0.0482,0.0056,0.0054,0.0397,0.0400,0.0400,0.0018,0.0015,0.0165,0.0166,0.0175,0.0274,0.0273,0.8117,0.8114,0.8250,0.0063,0.0107,0.0054,0.0005,0.0136
Law School Admission Bar Passage,race1,white,Massaging,Test,1,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0361,0.0370,0.0130,0.0132,0.0455,0.0458,0.0531,0.0056,0.0054,0.0397,0.0400,0.0434,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8114,0.8328,0.0019,0.0058,0.0019,0.0000,0.0058
Law School Admission Bar Passage,race1,white,Massaging,Validation,1,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0356,0.0380,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.8117,0.8118,0.8372,0.0005,0.0000,0.0000,0.0000,0.0020
Law School Admission Bar Passage,race1,white,Massaging,Test,1,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0361,0.0385,0.0130,0.0132,0.0455,0.0458,0.0585,0.0056,0.0054,0.0397,0.0400,0.0448,0.0018,0.0015,0.0165,0.0166,0.0175,0.0274,0.0273,0.8117,0.8114,0.8338,0.0005,0.0005,0.0005,0.0005,0.0049
Law School Admission Bar Passage,race1,white,Massaging,Validation,2,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.8117,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Massaging,Validation,2,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.8117,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Massaging,Validation,2,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0356,0.0205,0.0130,0.0132,0.0455,0.0453,0.0215,0.0056,0.0059,0.0397,0.0395,0.0176,0.0018,0.0020,0.0165,0.0166,0.0068,0.0274,0.0273,0.8117,0.8118,0.3033,0.0180,0.0371,0.0278,0.0117,0.5358
Law School Admission Bar Passage,race1,white,Massaging,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0356,0.0366,0.0130,0.0132,0.0455,0.0453,0.0458,0.0056,0.0059,0.0397,0.0395,0.0414,0.0018,0.0020,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8118,0.8245,0.0020,0.0127,0.0039,0.0005,0.0146
Law School Admission Bar Passage,race1,white,Massaging,Validation,2,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0356,0.0380,0.0130,0.0132,0.0455,0.0453,0.0546,0.0056,0.0059,0.0397,0.0395,0.0439,0.0018,0.0020,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8118,0.8342,0.0005,0.0039,0.0015,0.0005,0.0049
Law School Admission Bar Passage,race1,white,Massaging,Test,2,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Massaging,Test,2,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Massaging,Test,2,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0361,0.0205,0.0130,0.0132,0.0455,0.0458,0.0175,0.0056,0.0054,0.0397,0.0400,0.0210,0.0018,0.0015,0.0165,0.0166,0.0088,0.0274,0.0273,0.8117,0.8114,0.3041,0.0185,0.0414,0.0244,0.0093,0.5346
Law School Admission Bar Passage,race1,white,Massaging,Test,2,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0361,0.0327,0.0130,0.0132,0.0455,0.0458,0.0482,0.0056,0.0054,0.0397,0.0400,0.0400,0.0018,0.0015,0.0165,0.0166,0.0175,0.0274,0.0273,0.8117,0.8114,0.8250,0.0063,0.0107,0.0054,0.0005,0.0136
Law School Admission Bar Passage,race1,white,Massaging,Test,2,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0361,0.0370,0.0130,0.0132,0.0455,0.0458,0.0531,0.0056,0.0054,0.0397,0.0400,0.0434,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8114,0.8328,0.0019,0.0058,0.0019,0.0000,0.0058
Law School Admission Bar Passage,race1,white,Massaging,Validation,2,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0356,0.0380,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.8117,0.8118,0.8372,0.0005,0.0000,0.0000,0.0000,0.0020
Law School Admission Bar Passage,race1,white,Massaging,Test,2,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0361,0.0385,0.0130,0.0132,0.0455,0.0458,0.0585,0.0056,0.0054,0.0397,0.0400,0.0448,0.0018,0.0015,0.0165,0.0166,0.0175,0.0274,0.0273,0.8117,0.8114,0.8338,0.0005,0.0005,0.0005,0.0005,0.0049
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,1,False,Surrogate,LogisticRegression,0.0023,0.0029,0.0360,0.0356,0.0385,0.0126,0.0132,0.0454,0.0453,0.0585,0.0059,0.0059,0.0385,0.0395,0.0453,0.0018,0.0020,0.0167,0.0166,0.0185,0.0281,0.0273,0.8127,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,1,False,Surrogate,SVC,0.0023,0.0029,0.0360,0.0356,0.0385,0.0126,0.0132,0.0454,0.0453,0.0585,0.0059,0.0059,0.0385,0.0395,0.0453,0.0018,0.0020,0.0167,0.0166,0.0185,0.0281,0.0273,0.8127,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,1,False,Surrogate,GaussianNB,0.0023,0.0029,0.0360,0.0356,0.0273,0.0126,0.0132,0.0454,0.0453,0.0098,0.0059,0.0059,0.0385,0.0395,0.0098,0.0018,0.0020,0.0167,0.0166,0.0029,0.0281,0.0273,0.8127,0.8118,0.0000,0.0112,0.0488,0.0356,0.0156,0.8391
