dataset,attribute,group,algorithm,set,iterations,error,classifier_type,classification_algorithm,asian_0.0_a_train_set_,asian_0.0_b_predicted_set_,asian_1.0_a_train_set_,asian_1.0_b_predicted_set_,asian_1.0_c_predictions_set_,black_0.0_a_train_set_,black_0.0_b_predicted_set_,black_0.0_c_predictions_set_,black_1.0_a_train_set_,black_1.0_b_predicted_set_,black_1.0_c_predictions_set_,hisp_0.0_a_train_set_,hisp_0.0_b_predicted_set_,hisp_1.0_a_train_set_,hisp_1.0_b_predicted_set_,hisp_1.0_c_predictions_set_,other_0.0_a_train_set_,other_0.0_b_predicted_set_,other_1.0_a_train_set_,other_1.0_b_predicted_set_,other_1.0_c_predictions_set_,white_0.0_a_train_set_,white_0.0_b_predicted_set_,white_1.0_a_train_set_,white_1.0_b_predicted_set_,white_1.0_c_predictions_set_,asian_0.0_c_predictions_set_,hisp_0.0_c_predictions_set_,other_0.0_c_predictions_set_,white_0.0_c_predictions_set_
Law School Admission Bar Passage,race1,NA,NA,Validation,0,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0356,0.0375,0.0130,0.0132,0.0020,0.0455,0.0453,0.0566,0.0056,0.0059,0.0397,0.0395,0.0449,0.0018,0.0020,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8118,0.8381,0.0010,0.0005,0.0005,0.0010
Law School Admission Bar Passage,race1,NA,NA,Test,0,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0034,0.0455,0.0458,0.0556,0.0056,0.0054,0.0397,0.0400,0.0439,0.0018,0.0015,0.0165,0.0166,0.0171,0.0274,0.0273,0.8117,0.8114,0.8377,0.0000,0.0015,0.0010,0.0010
Law School Admission Bar Passage,race1,asian,Massaging,Validation,1,False,Surrogate,LogisticRegression,0.0020,0.0029,0.0367,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0284,0.0273,0.8107,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Massaging,Validation,1,False,Surrogate,SVC,0.0020,0.0029,0.0367,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0284,0.0273,0.8107,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Massaging,Validation,1,False,Surrogate,GaussianNB,0.0020,0.0029,0.0367,0.0356,0.0273,0.0130,0.0132,0.0455,0.0453,0.0195,0.0056,0.0059,0.0397,0.0395,0.0195,0.0018,0.0020,0.0165,0.0166,0.0088,0.0284,0.0273,0.8107,0.8118,0.5241,0.0112,0.0390,0.0258,0.0098,0.3150
Law School Admission Bar Passage,race1,asian,Massaging,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0020,0.0029,0.0367,0.0356,0.0375,0.0130,0.0132,0.0455,0.0453,0.0531,0.0056,0.0059,0.0397,0.0395,0.0429,0.0018,0.0020,0.0165,0.0166,0.0180,0.0284,0.0273,0.8107,0.8118,0.8006,0.0010,0.0054,0.0024,0.0005,0.0385
Law School Admission Bar Passage,race1,asian,Massaging,Validation,1,False,Surrogate,RandomForestClassifier,0.0020,0.0029,0.0367,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0570,0.0056,0.0059,0.0397,0.0395,0.0449,0.0018,0.0020,0.0165,0.0166,0.0185,0.0284,0.0273,0.8107,0.8118,0.8313,0.0000,0.0015,0.0005,0.0000,0.0078
Law School Admission Bar Passage,race1,asian,Massaging,Test,1,False,Surrogate,LogisticRegression,0.0020,0.0029,0.0367,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0284,0.0273,0.8107,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Massaging,Test,1,False,Surrogate,SVC,0.0020,0.0029,0.0367,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0284,0.0273,0.8107,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Massaging,Test,1,False,Surrogate,GaussianNB,0.0020,0.0029,0.0367,0.0361,0.0297,0.0130,0.0132,0.0455,0.0458,0.0175,0.0056,0.0054,0.0397,0.0400,0.0205,0.0018,0.0015,0.0165,0.0166,0.0107,0.0284,0.0273,0.8107,0.8114,0.5351,0.0093,0.0414,0.0249,0.0073,0.3036
Law School Admission Bar Passage,race1,asian,Massaging,Test,1,False,Surrogate,DecisionTreeClassifier,0.0020,0.0029,0.0367,0.0361,0.0365,0.0130,0.0132,0.0455,0.0458,0.0517,0.0056,0.0054,0.0397,0.0400,0.0414,0.0018,0.0015,0.0165,0.0166,0.0175,0.0284,0.0273,0.8107,0.8114,0.8002,0.0024,0.0073,0.0039,0.0005,0.0385
Law School Admission Bar Passage,race1,asian,Massaging,Test,1,False,Surrogate,RandomForestClassifier,0.0020,0.0029,0.0367,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0575,0.0056,0.0054,0.0397,0.0400,0.0439,0.0018,0.0015,0.0165,0.0166,0.0175,0.0284,0.0273,0.8107,0.8114,0.8280,0.0000,0.0015,0.0015,0.0005,0.0107
Law School Admission Bar Passage,race1,asian,Massaging,Validation,1,False,Target,XGBClassifier,0.0020,0.0029,0.0367,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0449,0.0018,0.0020,0.0165,0.0166,0.0180,0.0284,0.0273,0.8107,0.8118,0.8255,0.0000,0.0000,0.0005,0.0005,0.0137
Law School Admission Bar Passage,race1,asian,Massaging,Test,1,False,Target,XGBClassifier,0.0020,0.0029,0.0367,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0575,0.0056,0.0054,0.0397,0.0400,0.0439,0.0018,0.0015,0.0165,0.0166,0.0180,0.0284,0.0273,0.8107,0.8114,0.8275,0.0000,0.0015,0.0015,0.0000,0.0112
Law School Admission Bar Passage,race1,asian,Massaging,Validation,2,False,Surrogate,LogisticRegression,0.0020,0.0029,0.0367,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0284,0.0273,0.8107,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Massaging,Validation,2,False,Surrogate,SVC,0.0020,0.0029,0.0367,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0284,0.0273,0.8107,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Massaging,Validation,2,False,Surrogate,GaussianNB,0.0020,0.0029,0.0367,0.0356,0.0273,0.0130,0.0132,0.0455,0.0453,0.0195,0.0056,0.0059,0.0397,0.0395,0.0195,0.0018,0.0020,0.0165,0.0166,0.0088,0.0284,0.0273,0.8107,0.8118,0.5241,0.0112,0.0390,0.0258,0.0098,0.3150
Law School Admission Bar Passage,race1,asian,Massaging,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0020,0.0029,0.0367,0.0356,0.0375,0.0130,0.0132,0.0455,0.0453,0.0531,0.0056,0.0059,0.0397,0.0395,0.0429,0.0018,0.0020,0.0165,0.0166,0.0180,0.0284,0.0273,0.8107,0.8118,0.8006,0.0010,0.0054,0.0024,0.0005,0.0385
Law School Admission Bar Passage,race1,asian,Massaging,Validation,2,False,Surrogate,RandomForestClassifier,0.0020,0.0029,0.0367,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0570,0.0056,0.0059,0.0397,0.0395,0.0449,0.0018,0.0020,0.0165,0.0166,0.0185,0.0284,0.0273,0.8107,0.8118,0.8313,0.0000,0.0015,0.0005,0.0000,0.0078
Law School Admission Bar Passage,race1,asian,Massaging,Test,2,False,Surrogate,LogisticRegression,0.0020,0.0029,0.0367,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0284,0.0273,0.8107,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Massaging,Test,2,False,Surrogate,SVC,0.0020,0.0029,0.0367,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0284,0.0273,0.8107,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Massaging,Test,2,False,Surrogate,GaussianNB,0.0020,0.0029,0.0367,0.0361,0.0297,0.0130,0.0132,0.0455,0.0458,0.0175,0.0056,0.0054,0.0397,0.0400,0.0205,0.0018,0.0015,0.0165,0.0166,0.0107,0.0284,0.0273,0.8107,0.8114,0.5351,0.0093,0.0414,0.0249,0.0073,0.3036
Law School Admission Bar Passage,race1,asian,Massaging,Test,2,False,Surrogate,DecisionTreeClassifier,0.0020,0.0029,0.0367,0.0361,0.0365,0.0130,0.0132,0.0455,0.0458,0.0517,0.0056,0.0054,0.0397,0.0400,0.0414,0.0018,0.0015,0.0165,0.0166,0.0175,0.0284,0.0273,0.8107,0.8114,0.8002,0.0024,0.0073,0.0039,0.0005,0.0385
Law School Admission Bar Passage,race1,asian,Massaging,Test,2,False,Surrogate,RandomForestClassifier,0.0020,0.0029,0.0367,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0575,0.0056,0.0054,0.0397,0.0400,0.0439,0.0018,0.0015,0.0165,0.0166,0.0175,0.0284,0.0273,0.8107,0.8114,0.8280,0.0000,0.0015,0.0015,0.0005,0.0107
Law School Admission Bar Passage,race1,asian,Massaging,Validation,2,False,Target,XGBClassifier,0.0020,0.0029,0.0367,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0449,0.0018,0.0020,0.0165,0.0166,0.0180,0.0284,0.0273,0.8107,0.8118,0.8255,0.0000,0.0000,0.0005,0.0005,0.0137
Law School Admission Bar Passage,race1,asian,Massaging,Test,2,False,Target,XGBClassifier,0.0020,0.0029,0.0367,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0575,0.0056,0.0054,0.0397,0.0400,0.0439,0.0018,0.0015,0.0165,0.0166,0.0180,0.0284,0.0273,0.8107,0.8114,0.8275,0.0000,0.0015,0.0015,0.0000,0.0112
Law School Admission Bar Passage,race1,black,Massaging,Validation,1,False,Surrogate,LogisticRegression,0.0034,0.0029,0.0354,0.0356,0.0385,0.0030,0.0132,0.0556,0.0453,0.0585,0.0057,0.0059,0.0396,0.0395,0.0453,0.0020,0.0020,0.0163,0.0166,0.0185,0.0369,0.0273,0.8022,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Massaging,Validation,1,False,Surrogate,SVC,0.0034,0.0029,0.0354,0.0356,0.0385,0.0030,0.0132,0.0556,0.0453,0.0585,0.0057,0.0059,0.0396,0.0395,0.0453,0.0020,0.0020,0.0163,0.0166,0.0185,0.0369,0.0273,0.8022,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Massaging,Validation,1,False,Surrogate,GaussianNB,0.0034,0.0029,0.0354,0.0356,0.0380,0.0030,0.0132,0.0556,0.0453,0.0502,0.0057,0.0059,0.0396,0.0395,0.0400,0.0020,0.0020,0.0163,0.0166,0.0171,0.0369,0.0273,0.8022,0.8118,0.8186,0.0005,0.0083,0.0054,0.0015,0.0205
Law School Admission Bar Passage,race1,black,Massaging,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0034,0.0029,0.0354,0.0356,0.0371,0.0030,0.0132,0.0556,0.0453,0.0551,0.0057,0.0059,0.0396,0.0395,0.0439,0.0020,0.0020,0.0163,0.0166,0.0171,0.0369,0.0273,0.8022,0.8118,0.7962,0.0015,0.0034,0.0015,0.0015,0.0429
Law School Admission Bar Passage,race1,black,Massaging,Validation,1,False,Surrogate,RandomForestClassifier,0.0034,0.0029,0.0354,0.0356,0.0380,0.0030,0.0132,0.0556,0.0453,0.0585,0.0057,0.0059,0.0396,0.0395,0.0449,0.0020,0.0020,0.0163,0.0166,0.0180,0.0369,0.0273,0.8022,0.8118,0.8240,0.0005,0.0000,0.0005,0.0005,0.0151
Law School Admission Bar Passage,race1,black,Massaging,Test,1,False,Surrogate,LogisticRegression,0.0034,0.0029,0.0354,0.0361,0.0390,0.0030,0.0132,0.0556,0.0458,0.0590,0.0057,0.0054,0.0396,0.0400,0.0453,0.0020,0.0015,0.0163,0.0166,0.0180,0.0369,0.0273,0.8022,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Massaging,Test,1,False,Surrogate,SVC,0.0034,0.0029,0.0354,0.0361,0.0390,0.0030,0.0132,0.0556,0.0458,0.0590,0.0057,0.0054,0.0396,0.0400,0.0453,0.0020,0.0015,0.0163,0.0166,0.0180,0.0369,0.0273,0.8022,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Massaging,Test,1,False,Surrogate,GaussianNB,0.0034,0.0029,0.0354,0.0361,0.0390,0.0030,0.0132,0.0556,0.0458,0.0502,0.0057,0.0054,0.0396,0.0400,0.0400,0.0020,0.0015,0.0163,0.0166,0.0156,0.0369,0.0273,0.8022,0.8114,0.8119,0.0000,0.0088,0.0054,0.0024,0.0268
Law School Admission Bar Passage,race1,black,Massaging,Test,1,False,Surrogate,DecisionTreeClassifier,0.0034,0.0029,0.0354,0.0361,0.0365,0.0030,0.0132,0.0556,0.0458,0.0551,0.0057,0.0054,0.0396,0.0400,0.0419,0.0020,0.0015,0.0163,0.0166,0.0180,0.0369,0.0273,0.8022,0.8114,0.8070,0.0024,0.0039,0.0034,0.0000,0.0317
Law School Admission Bar Passage,race1,black,Massaging,Test,1,False,Surrogate,RandomForestClassifier,0.0034,0.0029,0.0354,0.0361,0.0390,0.0030,0.0132,0.0556,0.0458,0.0580,0.0057,0.0054,0.0396,0.0400,0.0429,0.0020,0.0015,0.0163,0.0166,0.0175,0.0369,0.0273,0.8022,0.8114,0.8182,0.0000,0.0010,0.0024,0.0005,0.0205
Law School Admission Bar Passage,race1,black,Massaging,Validation,1,False,Target,XGBClassifier,0.0034,0.0029,0.0354,0.0356,0.0385,0.0030,0.0132,0.0556,0.0453,0.0580,0.0057,0.0059,0.0396,0.0395,0.0453,0.0020,0.0020,0.0163,0.0166,0.0171,0.0369,0.0273,0.8022,0.8118,0.8186,0.0000,0.0005,0.0000,0.0015,0.0205
Law School Admission Bar Passage,race1,black,Massaging,Test,1,False,Target,XGBClassifier,0.0034,0.0029,0.0354,0.0361,0.0390,0.0030,0.0132,0.0556,0.0458,0.0560,0.0057,0.0054,0.0396,0.0400,0.0443,0.0020,0.0015,0.0163,0.0166,0.0175,0.0369,0.0273,0.8022,0.8114,0.8109,0.0000,0.0029,0.0010,0.0005,0.0278
Law School Admission Bar Passage,race1,black,Massaging,Validation,2,False,Surrogate,LogisticRegression,0.0034,0.0029,0.0354,0.0356,0.0385,0.0030,0.0132,0.0556,0.0453,0.0585,0.0057,0.0059,0.0396,0.0395,0.0453,0.0020,0.0020,0.0163,0.0166,0.0185,0.0369,0.0273,0.8022,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Massaging,Validation,2,False,Surrogate,SVC,0.0034,0.0029,0.0354,0.0356,0.0385,0.0030,0.0132,0.0556,0.0453,0.0585,0.0057,0.0059,0.0396,0.0395,0.0453,0.0020,0.0020,0.0163,0.0166,0.0185,0.0369,0.0273,0.8022,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Massaging,Validation,2,False,Surrogate,GaussianNB,0.0034,0.0029,0.0354,0.0356,0.0380,0.0030,0.0132,0.0556,0.0453,0.0502,0.0057,0.0059,0.0396,0.0395,0.0400,0.0020,0.0020,0.0163,0.0166,0.0171,0.0369,0.0273,0.8022,0.8118,0.8186,0.0005,0.0083,0.0054,0.0015,0.0205
Law School Admission Bar Passage,race1,black,Massaging,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0034,0.0029,0.0354,0.0356,0.0371,0.0030,0.0132,0.0556,0.0453,0.0551,0.0057,0.0059,0.0396,0.0395,0.0439,0.0020,0.0020,0.0163,0.0166,0.0171,0.0369,0.0273,0.8022,0.8118,0.7962,0.0015,0.0034,0.0015,0.0015,0.0429
Law School Admission Bar Passage,race1,black,Massaging,Validation,2,False,Surrogate,RandomForestClassifier,0.0034,0.0029,0.0354,0.0356,0.0380,0.0030,0.0132,0.0556,0.0453,0.0585,0.0057,0.0059,0.0396,0.0395,0.0449,0.0020,0.0020,0.0163,0.0166,0.0180,0.0369,0.0273,0.8022,0.8118,0.8240,0.0005,0.0000,0.0005,0.0005,0.0151
Law School Admission Bar Passage,race1,black,Massaging,Test,2,False,Surrogate,LogisticRegression,0.0034,0.0029,0.0354,0.0361,0.0390,0.0030,0.0132,0.0556,0.0458,0.0590,0.0057,0.0054,0.0396,0.0400,0.0453,0.0020,0.0015,0.0163,0.0166,0.0180,0.0369,0.0273,0.8022,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Massaging,Test,2,False,Surrogate,SVC,0.0034,0.0029,0.0354,0.0361,0.0390,0.0030,0.0132,0.0556,0.0458,0.0590,0.0057,0.0054,0.0396,0.0400,0.0453,0.0020,0.0015,0.0163,0.0166,0.0180,0.0369,0.0273,0.8022,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Massaging,Test,2,False,Surrogate,GaussianNB,0.0034,0.0029,0.0354,0.0361,0.0390,0.0030,0.0132,0.0556,0.0458,0.0502,0.0057,0.0054,0.0396,0.0400,0.0400,0.0020,0.0015,0.0163,0.0166,0.0156,0.0369,0.0273,0.8022,0.8114,0.8119,0.0000,0.0088,0.0054,0.0024,0.0268
Law School Admission Bar Passage,race1,black,Massaging,Test,2,False,Surrogate,DecisionTreeClassifier,0.0034,0.0029,0.0354,0.0361,0.0365,0.0030,0.0132,0.0556,0.0458,0.0551,0.0057,0.0054,0.0396,0.0400,0.0419,0.0020,0.0015,0.0163,0.0166,0.0180,0.0369,0.0273,0.8022,0.8114,0.8070,0.0024,0.0039,0.0034,0.0000,0.0317
Law School Admission Bar Passage,race1,black,Massaging,Test,2,False,Surrogate,RandomForestClassifier,0.0034,0.0029,0.0354,0.0361,0.0390,0.0030,0.0132,0.0556,0.0458,0.0580,0.0057,0.0054,0.0396,0.0400,0.0429,0.0020,0.0015,0.0163,0.0166,0.0175,0.0369,0.0273,0.8022,0.8114,0.8182,0.0000,0.0010,0.0024,0.0005,0.0205
Law School Admission Bar Passage,race1,black,Massaging,Validation,2,False,Target,XGBClassifier,0.0034,0.0029,0.0354,0.0356,0.0385,0.0030,0.0132,0.0556,0.0453,0.0580,0.0057,0.0059,0.0396,0.0395,0.0453,0.0020,0.0020,0.0163,0.0166,0.0171,0.0369,0.0273,0.8022,0.8118,0.8186,0.0000,0.0005,0.0000,0.0015,0.0205
Law School Admission Bar Passage,race1,black,Massaging,Test,2,False,Target,XGBClassifier,0.0034,0.0029,0.0354,0.0361,0.0390,0.0030,0.0132,0.0556,0.0458,0.0560,0.0057,0.0054,0.0396,0.0400,0.0443,0.0020,0.0015,0.0163,0.0166,0.0175,0.0369,0.0273,0.8022,0.8114,0.8109,0.0000,0.0029,0.0010,0.0005,0.0278
Law School Admission Bar Passage,race1,hisp,Massaging,Validation,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0023,0.0059,0.0430,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0307,0.0273,0.8084,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Massaging,Validation,1,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0023,0.0059,0.0430,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0307,0.0273,0.8084,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Massaging,Validation,1,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0356,0.0288,0.0130,0.0132,0.0455,0.0453,0.0224,0.0023,0.0059,0.0430,0.0395,0.0244,0.0018,0.0020,0.0165,0.0166,0.0107,0.0307,0.0273,0.8084,0.8118,0.7006,0.0098,0.0361,0.0210,0.0078,0.1385
Law School Admission Bar Passage,race1,hisp,Massaging,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0356,0.0371,0.0130,0.0132,0.0455,0.0453,0.0566,0.0023,0.0059,0.0430,0.0395,0.0414,0.0018,0.0020,0.0165,0.0166,0.0171,0.0307,0.0273,0.8084,0.8118,0.7796,0.0015,0.0020,0.0039,0.0015,0.0595
Law School Admission Bar Passage,race1,hisp,Massaging,Validation,1,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0356,0.0380,0.0130,0.0132,0.0455,0.0453,0.0585,0.0023,0.0059,0.0430,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0307,0.0273,0.8084,0.8118,0.8308,0.0005,0.0000,0.0000,0.0000,0.0083
Law School Admission Bar Passage,race1,hisp,Massaging,Test,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0023,0.0054,0.0430,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0307,0.0273,0.8084,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
