genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 0]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[1, 0]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[1, 0]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[1, 0]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[1, 0]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
"[0, 1]",-1,3.6721,0.0299,0.0005,0.02,0.02,0.0004,0.0
