genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
"[0, 1]",-1,0.0151,0.0006,0.005,0.0121,0.0121,0.0048,0.0
