genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[0, 1]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[0, 1]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
"[1, 0]",-1,4.0777,0.029,0.0002,0.0198,0.0197,0.0002,0.0
