genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
"[0, 1]",-1,0.0026,0.0001,0.009,0.0069,0.0069,0.0086,0.0
