genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[1, 0]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[1, 0]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[1, 0]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[1, 0]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[1, 0]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[1, 0]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
"[0, 1]",-1,0.0091,0.0004,0.0142,0.0092,0.0092,0.0141,0.0
