genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
"[1, 0]",-1,3.8173,0.0334,0.0021,0.0241,0.0241,0.0022,0.0
