genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[0, 1]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
"[1, 0]",-1,0.0051,0.0002,0.0057,0.0085,0.0084,0.0054,0.0
