genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
"[1, 0]",-1,3.7808,0.0258,0.0001,0.0173,0.0174,0.0001,0.0
