genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
"[1, 0]",-1,2.4231,0.0232,0.0082,0.0179,0.0178,0.0083,0.0
