genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
"[1, 0]",-1,1.9497,0.0221,0.0143,0.0164,0.0164,0.014,0.0
